Date,Id,adjustment factor
2008,147,1
2009,147,1
2010,147,1
2011,147,1
2012,147,1
2013,147,1
2014,147,1
2015,147,1
2016,147,1
2017,147,1
2018,147,1
2019,147,1
2020,147,1
2008,148,1
2009,148,1
2010,148,1
2011,148,1
2012,148,1
2013,148,1
2014,148,1
2015,148,1
2016,148,1
2017,148,1
2018,148,1
2019,148,1
2020,148,1
2008,149,1
2009,149,1
2010,149,1
2011,149,1
2012,149,1
2013,149,1
2014,149,1
2015,149,1
2016,149,1
2017,149,1
2018,149,1
2019,149,1
2020,149,1
2008,150,0.9857
2009,150,1
2010,150,1
2011,150,1
2012,150,1
2013,150,1
2014,150,1
2015,150,1
2016,150,1
2017,150,1
2018,150,1
2019,150,1
2020,150,1
2008,151,
2009,151,
2010,151,
2011,151,
2012,151,
2013,151,
2014,151,1
2015,151,1
2016,151,1
2017,151,1
2018,151,1
2019,151,1
2020,151,1
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,1
2014,152,1
2015,152,1
2016,152,1
2017,152,1
2018,152,1
2019,152,1
2020,152,1
2008,153,3.4012
2009,153,3.4012
2010,153,3.4012
2011,153,3.4012
2012,153,3.4012
2013,153,1
2014,153,1
2015,153,1
2016,153,1
2017,153,1
2018,153,1
2019,153,1
2020,153,1
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,
2014,154,1
2015,154,1
2016,154,1
2017,154,1
2018,154,1
2019,154,1
2020,154,1
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,1
2015,155,1
2016,155,1
2017,155,1
2018,155,1
2019,155,1
2020,155,1
2008,156,
2009,156,
2010,156,
2011,156,
2012,156,
2013,156,
2014,156,1
2015,156,1
2016,156,1
2017,156,1
2018,156,1
2019,156,1
2020,156,1
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,
2013,157,
2014,157,1
2015,157,1
2016,157,1
2017,157,1
2018,157,1
2019,157,1
2020,157,1
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,1
2016,158,1
2017,158,1
2018,158,1
2019,158,1
2020,158,1
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,1
2016,159,1
2017,159,1
2018,159,1
2019,159,1
2020,159,1
2008,160,
2009,160,
2010,160,
2011,160,
2012,160,
2013,160,
2014,160,
2015,160,1
2016,160,1
2017,160,1
2018,160,1
2019,160,1
2020,160,1
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,
2015,161,1
2016,161,1
2017,161,1
2018,161,1
2019,161,1
2020,161,1
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,
2015,162,1
2016,162,1
2017,162,1
2018,162,1
2019,162,1
2020,162,1
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,
2015,163,1
2016,163,1
2017,163,1
2018,163,1
2019,163,1
2020,163,1
2008,164,1
2009,164,1
2010,164,1
2011,164,1
2012,164,1
2013,164,1
2014,164,1
2015,164,1
2016,164,1
2017,164,1
2018,164,1
2019,164,1
2020,164,1
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,1
2016,165,1
2017,165,1
2018,165,1
2019,165,1
2020,165,1
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,
2015,166,1
2016,166,1
2017,166,1
2018,166,1
2019,166,1
2020,166,1
2008,167,1
2009,167,1
2010,167,1
2011,167,1
2012,167,1
2013,167,1
2014,167,1
2015,167,1
2016,167,1
2017,167,1
2018,167,1
2019,167,1
2020,167,1
2008,168,1
2009,168,1
2010,168,1
2011,168,1
2012,168,1
2013,168,1
2014,168,1
2015,168,1
2016,168,1
2017,168,1
2018,168,1
2019,168,1
2020,168,1
2008,169,1
2009,169,1
2010,169,1
2011,169,1
2012,169,1
2013,169,1
2014,169,1
2015,169,1
2016,169,1
2017,169,1
2018,169,1
2019,169,1
2020,169,1
2008,170,1
2009,170,1
2010,170,1
2011,170,1
2012,170,1
2013,170,1
2014,170,1
2015,170,1
2016,170,1
2017,170,1
2018,170,1
2019,170,1
2020,170,1
2008,171,2.5807
2009,171,2.5807
2010,171,2.5807
2011,171,2.5807
2012,171,2.5807
2013,171,1
2014,171,1
2015,171,1
2016,171,1
2017,171,1
2018,171,1
2019,171,1
2020,171,1
2008,172,
2009,172,
2010,172,1
2011,172,1
2012,172,1
2013,172,1
2014,172,1
2015,172,1
2016,172,1
2017,172,1
2018,172,1
2019,172,1
2020,172,1
2008,173,1.2588
2009,173,1.2588
2010,173,1.2588
2011,173,1.2588
2012,173,1.2588
2013,173,1.2588
2014,173,1.2588
2015,173,1.2588
2016,173,10
2017,173,1
2018,173,1
2019,173,1
2020,173,1
2008,174,1
2009,174,1
2010,174,1
2011,174,1
2012,174,1
2013,174,1
2014,174,1
2015,174,1
2016,174,1
2017,174,1
2018,174,1
2019,174,1
2020,174,1
2008,175,0.95
2009,175,0.95
2010,175,1
2011,175,1
2012,175,1
2013,175,1
2014,175,1
2015,175,1
2016,175,1
2017,175,1
2018,175,1
2019,175,1
2020,175,1
2008,176,1
2009,176,1
2010,176,1
2011,176,1
2012,176,1
2013,176,1
2014,176,1
2015,176,1
2016,176,1
2017,176,1
2018,176,1
2019,176,1
2020,176,1
2008,177,1
2009,177,1
2010,177,1
2011,177,1
2012,177,1
2013,177,1
2014,177,1
2015,177,1
2016,177,1
2017,177,1
2018,177,1
2019,177,1
2020,177,1
2008,178,8.4489
2009,178,8.4489
2010,178,0.6186
2011,178,0.6186
2012,178,0.6186
2013,178,0.6186
2014,178,0.6186
2015,178,0.6186
2016,178,0.6186
2017,178,0.6186
2018,178,1
2019,178,1
2020,178,1
2008,179,7.0634
2009,179,7.0634
2010,179,10
2011,179,1
2012,179,1
2013,179,1
2014,179,1
2015,179,1
2016,179,1
2017,179,1
2018,179,1
2019,179,1
2020,179,1
2008,180,1
2009,180,1
2010,180,1
2011,180,1
2012,180,1
2013,180,1
2014,180,1
2015,180,1
2016,180,1
2017,180,1
2018,180,1
2019,180,1
2020,180,1
2008,181,1
2009,181,1
2010,181,1
2011,181,1
2012,181,1
2013,181,1
2014,181,1
2015,181,1
2016,181,1
2017,181,1
2018,181,1
2019,181,1
2020,181,1
2008,182,5.7257
2009,182,5.7257
2010,182,1
2011,182,1
2012,182,1
2013,182,1
2014,182,1
2015,182,1
2016,182,1
2017,182,1
2018,182,1
2019,182,1
2020,182,1
2008,183,
2009,183,
2010,183,
2011,183,1
2012,183,1
2013,183,1
2014,183,1
2015,183,1
2016,183,1
2017,183,1
2018,183,1
2019,183,1
2020,183,1
2008,184,0.6578
2009,184,0.6578
2010,184,0.6578
2011,184,1
2012,184,1
2013,184,1
2014,184,1
2015,184,1
2016,184,1
2017,184,1
2018,184,1
2019,184,1
2020,184,1
2008,185,
2009,185,
2010,185,
2011,185,
2012,185,1
2013,185,1
2014,185,1
2015,185,1
2016,185,1
2017,185,1
2018,185,1
2019,185,1
2020,185,1
2008,186,1
2009,186,1
2010,186,1
2011,186,1
2012,186,1
2013,186,1
2014,186,1
2015,186,1
2016,186,1
2017,186,1
2018,186,1
2019,186,1
2020,186,1
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,
2013,187,0.9825
2014,187,0.9825
2015,187,0.9825
2016,187,0.9825
2017,187,0.9825
2018,187,0.9829
2019,187,0.9829
2020,187,0.9829
2008,188,
2009,188,
2010,188,
2011,188,
2012,188,
2013,188,1
2014,188,1
2015,188,1
2016,188,1
2017,188,1
2018,188,1
2019,188,1
2020,188,1
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,
2014,189,
2015,189,1
2016,189,1
2017,189,1
2018,189,1
2019,189,1
2020,189,1
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,1
2016,190,1
2017,190,1
2018,190,1
2019,190,1
2020,190,1
2008,191,0.7421
2009,191,0.7434
2010,191,0.7434
2011,191,0.7434
2012,191,0.7434
2013,191,0.9151
2014,191,0.9151
2015,191,0.9156
2016,191,0.9156
2017,191,0.9156
2018,191,1
2019,191,1
2020,191,1
2008,192,1
2009,192,1
2010,192,1
2011,192,1
2012,192,1
2013,192,1
2014,192,1
2015,192,1
2016,192,1
2017,192,1
2018,192,1
2019,192,1
2020,192,1
2008,193,0.5697
2009,193,0.5697
2010,193,0.8278
2011,193,0.8278
2012,193,0.8278
2013,193,0.8282
2014,193,0.8337
2015,193,1
2016,193,1
2017,193,1
2018,193,1
2019,193,1
2020,193,1
2008,194,1
2009,194,1
2010,194,1
2011,194,1
2012,194,1
2013,194,1
2014,194,1
2015,194,1
2016,194,1
2017,194,1
2018,194,1
2019,194,1
2020,194,1
2008,195,
2009,195,
2010,195,
2011,195,
2012,195,
2013,195,
2014,195,
2015,195,1
2016,195,1
2017,195,1
2018,195,1
2019,195,1
2020,195,1
2008,196,0.25
2009,196,0.25
2010,196,0.25
2011,196,0.25
2012,196,0.25
2013,196,0.25
2014,196,0.25
2015,196,0.25
2016,196,0.25
2017,196,1
2018,196,1
2019,196,1
2020,196,1
2008,197,1
2009,197,1
2010,197,1
2011,197,1
2012,197,1
2013,197,1
2014,197,1
2015,197,1
2016,197,1
2017,197,1
2018,197,1
2019,197,1
2020,197,1
2008,198,0.5495
2009,198,0.9534
2010,198,0.9534
2011,198,0.9534
2012,198,0.9534
2013,198,1
2014,198,1
2015,198,1
2016,198,1
2017,198,1
2018,198,1
2019,198,1
2020,198,1
2008,199,0.9816
2009,199,1
2010,199,1
2011,199,1
2012,199,1
2013,199,1
2014,199,1
2015,199,1
2016,199,1
2017,199,1
2018,199,1
2019,199,1
2020,199,1
2008,200,0.5738
2009,200,1
2010,200,1
2011,200,1
2012,200,1
2013,200,1
2014,200,1
2015,200,1
2016,200,1
2017,200,1
2018,200,1
2019,200,1
2020,200,1
2008,201,1
2009,201,1
2010,201,1
2011,201,1
2012,201,1
2013,201,1
2014,201,1
2015,201,1
2016,201,1
2017,201,1
2018,201,1
2019,201,1
2020,201,1
2008,202,0.2273
2009,202,0.2273
2010,202,0.2273
2011,202,0.2273
2012,202,0.4545
2013,202,0.4545
2014,202,0.9091
2015,202,1
2016,202,1
2017,202,1
2018,202,1
2019,202,1
2020,202,1
2008,203,0.0431
2009,203,0.0431
2010,203,0.5
2011,203,0.5
2012,203,0.5
2013,203,0.5
2014,203,0.5
2015,203,0.5
2016,203,0.5
2017,203,1
2018,203,1
2019,203,1
2020,203,1
2008,204,1
2009,204,1
2010,204,1
2011,204,1
2012,204,1
2013,204,1
2014,204,1
2015,204,1
2016,204,1
2017,204,1
2018,204,1
2019,204,1
2020,204,1
2008,205,1
2009,205,1
2010,205,1
2011,205,1
2012,205,1
2013,205,1
2014,205,1
2015,205,1
2016,205,1
2017,205,1
2018,205,1
2019,205,1
2020,205,1
2008,206,0.8535
2009,206,0.8535
2010,206,0.8535
2011,206,0.8535
2012,206,0.9923
2013,206,1
2014,206,1
2015,206,1
2016,206,1
2017,206,1
2018,206,1
2019,206,1
2020,206,1
2008,207,1
2009,207,1
2010,207,1
2011,207,1
2012,207,1
2013,207,1
2014,207,1
2015,207,1
2016,207,1
2017,207,1
2018,207,1
2019,207,1
2020,207,1
2008,208,
2009,208,0.9926
2010,208,0.9926
2011,208,0.9926
2012,208,0.9926
2013,208,0.9926
2014,208,0.9926
2015,208,1
2016,208,1
2017,208,1
2018,208,1
2019,208,1
2020,208,1
2008,209,
2009,209,
2010,209,
2011,209,1
2012,209,1
2013,209,1
2014,209,1
2015,209,1
2016,209,1
2017,209,1
2018,209,1
2019,209,1
2020,209,1
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,1
2013,210,1
2014,210,1
2015,210,1
2016,210,1
2017,210,1
2018,210,1
2019,210,1
2020,210,1
2008,211,
2009,211,
2010,211,
2011,211,
2012,211,0.4476
2013,211,0.4476
2014,211,0.4476
2015,211,0.8952
2016,211,0.924
2017,211,0.924
2018,211,1
2019,211,1
2020,211,1
2008,212,
2009,212,
2010,212,
2011,212,
2012,212,
2013,212,
2014,212,0.9866
2015,212,0.9866
2016,212,0.9896
2017,212,0.9978
2018,212,0.9978
2019,212,0.9978
2020,212,1
2008,213,
2009,213,
2010,213,
2011,213,
2012,213,
2013,213,1
2014,213,1
2015,213,1
2016,213,1
2017,213,1
2018,213,1
2019,213,1
2020,213,1
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,
2014,214,0.7692
2015,214,0.7692
2016,214,1
2017,214,1
2018,214,1
2019,214,1
2020,214,1
2008,215,
2009,215,
2010,215,
2011,215,
2012,215,
2013,215,
2014,215,1
2015,215,1
2016,215,1
2017,215,1
2018,215,1
2019,215,1
2020,215,1
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,0.7202
2015,216,0.7202
2016,216,0.9118
2017,216,0.9118
2018,216,0.9118
2019,216,1
2020,216,1
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,
2014,217,
2015,217,1
2016,217,1
2017,217,1
2018,217,1
2019,217,1
2020,217,1
2008,218,0.8164
2009,218,0.8164
2010,218,0.8164
2011,218,0.8164
2012,218,0.8164
2013,218,0.8164
2014,218,0.8164
2015,218,1
2016,218,1
2017,218,1
2018,218,1
2019,218,1
2020,218,1
2008,219,1
2009,219,1
2010,219,1
2011,219,1
2012,219,1
2013,219,1
2014,219,1
2015,219,1
2016,219,1
2017,219,1
2018,219,1
2019,219,1
2020,219,1
2008,220,1
2009,220,1
2010,220,1
2011,220,1
2012,220,1
2013,220,1
2014,220,1
2015,220,1
2016,220,1
2017,220,1
2018,220,1
2019,220,1
2020,220,1
2008,221,0.9872
2009,221,0.9872
2010,221,0.9872
2011,221,0.9872
2012,221,1
2013,221,1
2014,221,1
2015,221,1
2016,221,1
2017,221,1
2018,221,1
2019,221,1
2020,221,1
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,1
2014,222,1
2015,222,1
2016,222,1
2017,222,1
2018,222,1
2019,222,1
2020,222,1
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,1
2014,223,1
2015,223,1
2016,223,1
2017,223,1
2018,223,1
2019,223,1
2020,223,1
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,1
2013,224,1
2014,224,1
2015,224,1
2016,224,1
2017,224,1
2018,224,1
2019,224,1
2020,224,1
2008,225,
2009,225,
2010,225,
2011,225,
2012,225,0.0002
2013,225,0.0002
2014,225,0.0002
2015,225,0.0002
2016,225,0.0002
2017,225,0.0002
2018,225,0.0002
2019,225,1
2020,225,1
2008,226,1
2009,226,1
2010,226,1
2011,226,1
2012,226,1
2013,226,1
2014,226,1
2015,226,1
2016,226,1
2017,226,1
2018,226,1
2019,226,1
2020,226,1
2008,227,
2009,227,
2010,227,
2011,227,
2012,227,
2013,227,
2014,227,1
2015,227,1
2016,227,1
2017,227,1
2018,227,1
2019,227,1
2020,227,1
2008,228,1
2009,228,1
2010,228,1
2011,228,1
2012,228,1
2013,228,1
2014,228,1
2015,228,1
2016,228,1
2017,228,1
2018,228,1
2019,228,1
2020,228,1
2008,229,
2009,229,
2010,229,
2011,229,
2012,229,
2013,229,
2014,229,
2015,229,0.9893
2016,229,0.9893
2017,229,0.9893
2018,229,1
2019,229,1
2020,229,1
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,
2013,230,
2014,230,
2015,230,1
2016,230,1
2017,230,1
2018,230,1
2019,230,1
2020,230,1
2008,231,0.9276
2009,231,0.9276
2010,231,0.9276
2011,231,1
2012,231,1
2013,231,1
2014,231,1
2015,231,1
2016,231,1
2017,231,1
2018,231,1
2019,231,1
2020,231,1
2008,232,1
2009,232,1
2010,232,1
2011,232,1
2012,232,1
2013,232,1
2014,232,1
2015,232,1
2016,232,1
2017,232,1
2018,232,1
2019,232,1
2020,232,1
2008,233,1
2009,233,1
2010,233,1
2011,233,1
2012,233,1
2013,233,1
2014,233,1
2015,233,1
2016,233,1
2017,233,1
2018,233,1
2019,233,1
2020,233,1
2008,234,1
2009,234,1
2010,234,1
2011,234,1
2012,234,1
2013,234,1
2014,234,1
2015,234,1
2016,234,1
2017,234,1
2018,234,1
2019,234,1
2020,234,1
2008,235,1
2009,235,1
2010,235,1
2011,235,1
2012,235,1
2013,235,1
2014,235,1
2015,235,1
2016,235,1
2017,235,1
2018,235,1
2019,235,1
2020,235,1
2008,236,0.9636
2009,236,0.9636
2010,236,0.9636
2011,236,0.9636
2012,236,0.9636
2013,236,0.9636
2014,236,0.9636
2015,236,0.9636
2016,236,0.9636
2017,236,0.9636
2018,236,1
2019,236,1
2020,236,1
2008,237,0.3877
2009,237,0.3877
2010,237,0.3877
2011,237,0.9209
2012,237,0.9209
2013,237,0.9209
2014,237,0.9209
2015,237,0.9209
2016,237,0.9209
2017,237,0.9209
2018,237,0.9209
2019,237,1
2020,237,1
2008,238,0.5727
2009,238,0.5727
2010,238,0.5727
2011,238,0.5727
2012,238,0.5727
2013,238,0.5727
2014,238,0.9623
2015,238,0.9623
2016,238,0.9623
2017,238,0.9623
2018,238,1
2019,238,1
2020,238,1
2008,239,0.5714
2009,239,0.5714
2010,239,0.5714
2011,239,0.5714
2012,239,1
2013,239,1
2014,239,1
2015,239,1
2016,239,1
2017,239,1
2018,239,1
2019,239,1
2020,239,1
2008,240,1
2009,240,1
2010,240,1
2011,240,1
2012,240,1
2013,240,1
2014,240,1
2015,240,1
2016,240,1
2017,240,1
2018,240,1
2019,240,1
2020,240,1
2008,241,2.116
2009,241,2.116
2010,241,2.116
2011,241,2.116
2012,241,2.116
2013,241,2.116
2014,241,2.116
2015,241,1
2016,241,1
2017,241,1
2018,241,1
2019,241,1
2020,241,1
2008,242,0.4466
2009,242,0.4466
2010,242,0.4466
2011,242,0.4466
2012,242,0.4466
2013,242,1
2014,242,1
2015,242,1
2016,242,1
2017,242,1
2018,242,1
2019,242,1
2020,242,1
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,1
2009,244,1
2010,244,1
2011,244,1
2012,244,1
2013,244,1
2014,244,1
2015,244,1
2016,244,1
2017,244,1
2018,244,1
2019,244,1
2020,244,1
2008,245,
2009,245,
2010,245,
2011,245,
2012,245,
2013,245,
2014,245,
2015,245,1
2016,245,1
2017,245,1
2018,245,1
2019,245,1
2020,245,1
2008,246,
2009,246,
2010,246,
2011,246,
2012,246,
2013,246,
2014,246,
2015,246,1
2016,246,1
2017,246,1
2018,246,1
2019,246,1
2020,246,1
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,1
2009,249,1
2010,249,1
2011,249,1
2012,249,1
2013,249,1
2014,249,1
2015,249,1
2016,249,1
2017,249,1
2018,249,1
2019,249,1
2020,249,1
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,1
2018,250,1
2019,250,1
2020,250,1
2008,251,
2009,251,
2010,251,
2011,251,
2012,251,
2013,251,
2014,251,
2015,251,
2016,251,
2017,251,
2018,251,
2019,251,
2020,251,
2008,252,
2009,252,
2010,252,
2011,252,
2012,252,
2013,252,
2014,252,
2015,252,
2016,252,
2017,252,
2018,252,
2019,252,
2020,252,
2008,253,
2009,253,
2010,253,
2011,253,
2012,253,
2013,253,
2014,253,
2015,253,
2016,253,1
2017,253,1
2018,253,1
2019,253,1
2020,253,1
2008,254,0.9945
2009,254,0.9945
2010,254,0.9981
2011,254,1
2012,254,1
2013,254,1
2014,254,1
2015,254,1
2016,254,1
2017,254,1
2018,254,1
2019,254,1
2020,254,1
2008,255,2.1374
2009,255,2.1374
2010,255,2.1374
2011,255,2.1374
2012,255,2.1374
2013,255,7.7234
2014,255,0.9363
2015,255,0.9363
2016,255,0.9799
2017,255,0.9799
2018,255,0.9799
2019,255,1
2020,255,1
2008,256,
2009,256,
2010,256,
2011,256,
2012,256,
2013,256,
2014,256,
2015,256,
2016,256,
2017,256,
2018,256,
2019,256,
2020,256,
2008,257,
2009,257,
2010,257,
2011,257,
2012,257,
2013,257,
2014,257,
2015,257,
2016,257,1
2017,257,1
2018,257,1
2019,257,1
2020,257,1
2008,258,
2009,258,
2010,258,
2011,258,
2012,258,
2013,258,
2014,258,
2015,258,
2016,258,
2017,258,0.1
2018,258,0.1
2019,258,0.1
2020,258,0.1
2008,259,
2009,259,
2010,259,
2011,259,
2012,259,
2013,259,
2014,259,
2015,259,
2016,259,
2017,259,
2018,259,
2019,259,
2020,259,
2008,260,
2009,260,
2010,260,
2011,260,
2012,260,
2013,260,
2014,260,
2015,260,
2016,260,
2017,260,
2018,260,
2019,260,
2020,260,
2008,261,
2009,261,
2010,261,
2011,261,
2012,261,
2013,261,
2014,261,
2015,261,
2016,261,
2017,261,
2018,261,
2019,261,
2020,261,
2008,262,
2009,262,
2010,262,
2011,262,
2012,262,
2013,262,
2014,262,
2015,262,
2016,262,1
2017,262,1
2018,262,1
2019,262,1
2020,262,1
2008,263,657893.2
2009,263,80841.63
2010,263,80841.63
2011,263,80841.63
2012,263,80841.63
2013,263,80841.63
2014,263,808.4165
2015,263,808.4165
2016,263,0.8084
2017,263,1
2018,263,1
2019,263,1
2020,263,1
2008,264,1
2009,264,1
2010,264,1
2011,264,1
2012,264,1
2013,264,1
2014,264,1
2015,264,1
2016,264,1
2017,264,1
2018,264,1
2019,264,1
2020,264,1
2008,265,
2009,265,
2010,265,
2011,265,
2012,265,
2013,265,
2014,265,
2015,265,1
2016,265,1
2017,265,1
2018,265,1
2019,265,1
2020,265,1
2008,266,
2009,266,
2010,266,
2011,266,
2012,266,
2013,266,
2014,266,
2015,266,1
2016,266,1
2017,266,1
2018,266,1
2019,266,1
2020,266,1
2008,267,
2009,267,
2010,267,
2011,267,
2012,267,
2013,267,
2014,267,
2015,267,
2016,267,
2017,267,
2018,267,
2019,267,
2020,267,
2008,268,
2009,268,
2010,268,
2011,268,
2012,268,
2013,268,
2014,268,
2015,268,
2016,268,
2017,268,
2018,268,
2019,268,
2020,268,
2008,269,
2009,269,
2010,269,
2011,269,
2012,269,
2013,269,
2014,269,
2015,269,
2016,269,1
2017,269,1
2018,269,1
2019,269,1
2020,269,1
2008,270,
2009,270,
2010,270,
2011,270,
2012,270,
2013,270,
2014,270,
2015,270,
2016,270,0.9056
2017,270,0.9056
2018,270,0.9056
2019,270,0.9056
2020,270,1
2008,271,
2009,271,
2010,271,
2011,271,
2012,271,
2013,271,
2014,271,
2015,271,
2016,271,1
2017,271,1
2018,271,1
2019,271,1
2020,271,1
2008,272,
2009,272,
2010,272,
2011,272,
2012,272,
2013,272,
2014,272,
2015,272,
2016,272,1
2017,272,1
2018,272,1
2019,272,1
2020,272,1
2008,273,
2009,273,
2010,273,
2011,273,
2012,273,
2013,273,
2014,273,
2015,273,
2016,273,1
2017,273,1
2018,273,1
2019,273,1
2020,273,1
2008,274,
2009,274,
2010,274,
2011,274,
2012,274,
2013,274,
2014,274,
2015,274,
2016,274,1
2017,274,1
2018,274,1
2019,274,1
2020,274,1
2008,275,
2009,275,
2010,275,
2011,275,
2012,275,
2013,275,
2014,275,
2015,275,
2016,275,1
2017,275,1
2018,275,1
2019,275,1
2020,275,1
2008,276,
2009,276,
2010,276,
2011,276,
2012,276,
2013,276,
2014,276,
2015,276,
2016,276,
2017,276,
2018,276,
2019,276,
2020,276,
2008,277,
2009,277,
2010,277,
2011,277,
2012,277,
2013,277,
2014,277,
2015,277,
2016,277,1
2017,277,1
2018,277,1
2019,277,1
2020,277,1
2008,278,
2009,278,
2010,278,
2011,278,
2012,278,
2013,278,
2014,278,
2015,278,
2016,278,
2017,278,1
2018,278,1
2019,278,1
2020,278,1
2008,279,
2009,279,
2010,279,
2011,279,
2012,279,
2013,279,
2014,279,
2015,279,
2016,279,
2017,279,1
2018,279,1
2019,279,1
2020,279,1
2008,280,1
2009,280,1
2010,280,1
2011,280,1
2012,280,1
2013,280,1
2014,280,1
2015,280,1
2016,280,1
2017,280,1
2018,280,1
2019,280,1
2020,280,1
2008,281,
2009,281,
2010,281,
2011,281,
2012,281,
2013,281,
2014,281,
2015,281,
2016,281,
2017,281,
2018,281,
2019,281,
2020,281,
2008,282,
2009,282,
2010,282,
2011,282,
2012,282,
2013,282,
2014,282,
2015,282,
2016,282,
2017,282,
2018,282,
2019,282,
2020,282,
2008,283,
2009,283,
2010,283,
2011,283,
2012,283,
2013,283,
2014,283,
2015,283,
2016,283,
2017,283,
2018,283,
2019,283,
2020,283,
2008,284,
2009,284,
2010,284,
2011,284,
2012,284,
2013,284,
2014,284,
2015,284,
2016,284,
2017,284,
2018,284,
2019,284,
2020,284,
2008,285,
2009,285,
2010,285,
2011,285,
2012,285,
2013,285,
2014,285,
2015,285,
2016,285,
2017,285,
2018,285,
2019,285,
2020,285,
2008,286,1
2009,286,1
2010,286,1
2011,286,1
2012,286,1
2013,286,1
2014,286,1
2015,286,1
2016,286,1
2017,286,1
2018,286,1
2019,286,1
2020,286,1
2008,287,
2009,287,
2010,287,
2011,287,
2012,287,
2013,287,
2014,287,
2015,287,
2016,287,
2017,287,
2018,287,
2019,287,
2020,287,
2008,288,
2009,288,
2010,288,
2011,288,
2012,288,
2013,288,
2014,288,
2015,288,
2016,288,
2017,288,1
2018,288,1
2019,288,1
2020,288,1
2008,289,
2009,289,
2010,289,
2011,289,
2012,289,
2013,289,
2014,289,
2015,289,
2016,289,
2017,289,
2018,289,
2019,289,
2020,289,
2008,290,
2009,290,
2010,290,
2011,290,
2012,290,
2013,290,
2014,290,
2015,290,
2016,290,
2017,290,1
2018,290,1
2019,290,1
2020,290,1
2008,291,
2009,291,
2010,291,
2011,291,
2012,291,
2013,291,
2014,291,
2015,291,
2016,291,
2017,291,
2018,291,
2019,291,
2020,291,
2008,292,
2009,292,
2010,292,
2011,292,
2012,292,
2013,292,
2014,292,
2015,292,
2016,292,
2017,292,1
2018,292,1
2019,292,1
2020,292,1
2008,293,
2009,293,
2010,293,
2011,293,
2012,293,
2013,293,
2014,293,
2015,293,0.9437
2016,293,0.9437
2017,293,1
2018,293,1
2019,293,1
2020,293,1
2008,294,
2009,294,
2010,294,
2011,294,
2012,294,
2013,294,
2014,294,
2015,294,
2016,294,
2017,294,1
2018,294,1
2019,294,1
2020,294,1
2008,295,
2009,295,
2010,295,
2011,295,
2012,295,
2013,295,
2014,295,
2015,295,
2016,295,
2017,295,
2018,295,
2019,295,
2020,295,
2008,296,
2009,296,
2010,296,
2011,296,
2012,296,
2013,296,
2014,296,
2015,296,
2016,296,
2017,296,1
2018,296,1
2019,296,1
2020,296,1
2008,297,
2009,297,
2010,297,
2011,297,
2012,297,
2013,297,
2014,297,
2015,297,
2016,297,
2017,297,1
2018,297,1
2019,297,1
2020,297,1
2008,298,
2009,298,
2010,298,
2011,298,
2012,298,
2013,298,
2014,298,
2015,298,0.9025
2016,298,0.9025
2017,298,1
2018,298,1
2019,298,1
2020,298,1
2008,299,
2009,299,
2010,299,
2011,299,
2012,299,
2013,299,
2014,299,
2015,299,
2016,299,
2017,299,0.9901
2018,299,0.9901
2019,299,1
2020,299,1
2008,300,
2009,300,
2010,300,
2011,300,
2012,300,
2013,300,
2014,300,
2015,300,
2016,300,
2017,300,
2018,300,
2019,300,
2020,300,
2008,301,
2009,301,
2010,301,
2011,301,
2012,301,
2013,301,
