Date,Id,Goodwill
2008,148,8856
2009,148,8856
2010,148,8856
2011,148,8856
2012,148,
2013,148,9413
2014,148,9413
2015,148,9413
2016,148,9413
2017,148,
2018,148,9413
2019,148,9413
2020,148,
2008,149,37346
2009,149,37273
2010,149,37273
2011,149,37572
2012,149,37572
2013,149,37572
2014,149,2733
2015,149,2733
2016,149,2733
2017,149,35662
2018,149,32929
2019,149,304
2020,149,
2008,150,513200
2009,150,512100
2010,150,1043900
2011,150,793300
2012,150,912300
2013,150,912400
2014,150,934400
2015,150,975100
2016,150,964700
2017,150,968500
2018,150,794100
2019,150,796700
2020,150,803200
2008,151,
2009,151,
2010,151,
2011,151,2102
2012,151,2264
2013,151,1903
2014,151,10051
2015,151,15488
2016,151,27679
2017,151,27539
2018,151,28294
2019,151,30337
2020,151,28708
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,
2015,152,
2016,152,
2017,152,
2018,152,
2019,152,
2020,152,
2008,153,965500
2009,153,965400
2010,153,951100
2011,153,585200
2012,153,165900
2013,153,63800
2014,153,50100
2015,153,39500
2016,153,39000
2017,153,36600
2018,153,28500
2019,153,22700
2020,153,22300
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,
2014,154,
2015,154,
2016,154,
2017,154,
2018,154,
2019,154,
2020,154,
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,1051
2015,155,1051
2016,155,1051
2017,155,1051
2018,155,1051
2019,155,1051
2020,155,1051
2008,156,
2009,156,
2010,156,
2011,156,
2012,156,
2013,156,
2014,156,
2015,156,
2016,156,
2017,156,4970
2018,156,4970
2019,156,4970
2020,156,5140
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,726
2013,157,654
2014,157,581
2015,157,508
2016,157,1234
2017,157,275
2018,157,182
2019,157,
2020,157,
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,765
2016,158,720
2017,158,675
2018,158,630
2019,158,585
2020,158,
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,
2016,159,
2017,159,
2018,159,
2019,159,
2020,159,
2008,160,
2009,160,
2010,160,
2011,160,48
2012,160,45
2013,160,42
2014,160,50
2015,160,50
2016,160,4134
2017,160,11718
2018,160,11668
2019,160,14800
2020,160,12353
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,2719
2015,161,10339
2016,161,10263
2017,161,10212
2018,161,9148
2019,161,8585
2020,161,8345
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,
2015,162,
2016,162,
2017,162,
2018,162,
2019,162,
2020,162,
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,
2015,163,
2016,163,
2017,163,
2018,163,
2019,163,
2020,163,
2008,164,11531
2009,164,11531
2010,164,11531
2011,164,11531
2012,164,11531
2013,164,11531
2014,164,2921
2015,164,294
2016,164,0
2017,164,
2018,164,
2019,164,
2020,164,8228
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,
2016,165,
2017,165,
2018,165,
2019,165,
2020,165,
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,
2015,166,1404000
2016,166,1411770
2017,166,1411770
2018,166,1411770
2019,166,1411770
2020,166,6112784
2008,167,23483
2009,167,24409
2010,167,24400
2011,167,21909
2012,167,21909
2013,167,21909
2014,167,21909
2015,167,21909
2016,167,21909
2017,167,21909
2018,167,20937
2019,167,20937
2020,167,20937
2008,168,750
2009,168,750
2010,168,750
2011,168,750
2012,168,750
2013,168,750
2014,168,750
2015,168,750
2016,168,750
2017,168,750
2018,168,750
2019,168,4537
2020,168,884
2008,169,3553000
2009,169,4410000
2010,169,4175000
2011,169,4023000
2012,169,2461000
2013,169,2146000
2014,169,2197000
2015,169,1314000
2016,169,1320000
2017,169,1204000
2018,169,1284000
2019,169,1265000
2020,169,1297000
2008,170,59506
2009,170,52866
2010,170,9422
2011,170,25673
2012,170,22896
2013,170,125490
2014,170,125490
2015,170,141098
2016,170,125932
2017,170,125932
2018,170,148269
2019,170,220940
2020,170,223381
2008,171,273219
2009,171,275403
2010,171,301754
2011,171,301754
2012,171,301754
2013,171,291754
2014,171,291754
2015,171,291754
2016,171,291754
2017,171,291754
2018,171,291754
2019,171,296132
2020,171,294321
2008,172,
2009,172,
2010,172,
2011,172,
2012,172,
2013,172,
2014,172,
2015,172,
2016,172,
2017,172,14
2018,172,14
2019,172,5854
2020,172,4387
2008,173,730000
2009,173,733000
2010,173,733000
2011,173,730000
2012,173,731000
2013,173,729000
2014,173,728000
2015,173,727000
2016,173,728000
2017,173,727000
2018,173,667000
2019,173,667000
2020,173,666000
2008,174,2694774
2009,174,2700203
2010,174,2890397
2011,174,3090563
2012,174,3148770
2013,174,3045216
2014,174,3351263
2015,174,3596983
2016,174,3871442
2017,174,3622396
2018,174,3697430
2019,174,
2020,174,
2008,175,36121
2009,175,31823
2010,175,27679
2011,175,33420
2012,175,
2013,175,
2014,175,
2015,175,
2016,175,
2017,175,12285
2018,175,12285
2019,175,12285
2020,175,12285
2008,176,9963
2009,176,10638
2010,176,12790
2011,176,12828
2012,176,12146
2013,176,10675
2014,176,10516
2015,176,10245
2016,176,10052
2017,176,9527
2018,176,9232
2019,176,12206
2020,176,11907
2008,177,1138
2009,177,1138
2010,177,1138
2011,177,1138
2012,177,1138
2013,177,1138
2014,177,1138
2015,177,1138
2016,177,1138
2017,177,1138
2018,177,1138
2019,177,1138
2020,177,1138
2008,178,807209
2009,178,518419
2010,178,550013
2011,178,564560
2012,178,558046
2013,178,536075
2014,178,583130
2015,178,583908
2016,178,448302
2017,178,220416
2018,178,226267
2019,178,0
2020,178,30331
2008,179,0
2009,179,0
2010,179,0
2011,179,0
2012,179,
2013,179,
2014,179,
2015,179,
2016,179,
2017,179,
2018,179,
2019,179,
2020,179,
2008,180,54963
2009,180,46883
2010,180,46779
2011,180,40917
2012,180,
2013,180,
2014,180,
2015,180,
2016,180,
2017,180,
2018,180,
2019,180,
2020,180,
2008,181,412
2009,181,302
2010,181,302
2011,181,302
2012,181,302
2013,181,302
2014,181,
2015,181,
2016,181,
2017,181,
2018,181,
2019,181,
2020,181,
2008,182,6891
2009,182,
2010,182,
2011,182,
2012,182,
2013,182,
2014,182,
2015,182,
2016,182,
2017,182,
2018,182,
2019,182,
2020,182,
2008,183,227
2009,183,
2010,183,
2011,183,
2012,183,
2013,183,
2014,183,
2015,183,
2016,183,
2017,183,
2018,183,
2019,183,
2020,183,6679
2008,184,1257
2009,184,969
2010,184,61
2011,184,61
2012,184,61
2013,184,61
2014,184,
2015,184,
2016,184,
2017,184,
2018,184,
2019,184,
2020,184,
2008,185,
2009,185,
2010,185,
2011,185,
2012,185,
2013,185,
2014,185,
2015,185,
2016,185,
2017,185,7045
2018,185,7045
2019,185,7045
2020,185,7045
2008,186,11416
2009,186,11416
2010,186,11416
2011,186,11416
2012,186,11416
2013,186,11416
2014,186,11416
2015,186,11854
2016,186,11854
2017,186,13647
2018,186,8812
2019,186,8812
2020,186,8812
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,
2013,187,
2014,187,332
2015,187,1159
2016,187,1551
2017,187,927
2018,187,883
2019,187,690
2020,187,690
2008,188,
2009,188,
2010,188,155582
2011,188,155582
2012,188,155582
2013,188,155582
2014,188,155582
2015,188,155582
2016,188,155582
2017,188,155582
2018,188,155582
2019,188,155582
2020,188,155582
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,452541
2014,189,452541
2015,189,452541
2016,189,452541
2017,189,453165
2018,189,452541
2019,189,452541
2020,189,297541
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,
2016,190,
2017,190,
2018,190,
2019,190,
2020,190,
2008,191,17398
2009,191,15908
2010,191,15766
2011,191,15766
2012,191,15766
2013,191,26635
2014,191,19116
2015,191,
2016,191,
2017,191,
2018,191,
2019,191,
2020,191,
2008,192,
2009,192,
2010,192,
2011,192,
2012,192,
2013,192,
2014,192,
2015,192,
2016,192,
2017,192,
2018,192,
2019,192,
2020,192,
2008,193,77
2009,193,77
2010,193,77
2011,193,77
2012,193,77
2013,193,77
2014,193,77
2015,193,77
2016,193,77
2017,193,77
2018,193,0
2019,193,
2020,193,
2008,194,289822
2009,194,303653
2010,194,305741
2011,194,365719
2012,194,413213
2013,194,468807
2014,194,463474
2015,194,453285
2016,194,556566
2017,194,539871
2018,194,579557
2019,194,577973
2020,194,562116
2008,195,
2009,195,
2010,195,
2011,195,142
2012,195,133
2013,195,124
2014,195,115
2015,195,106
2016,195,97
2017,195,1381
2018,195,1381
2019,195,
2020,195,
2008,196,66827
2009,196,66047
2010,196,72794
2011,196,96646
2012,196,105195
2013,196,125637
2014,196,126763
2015,196,133376
2016,196,157429
2017,196,166132
2018,196,243236
2019,196,267542
2020,196,330749
2008,197,45775
2009,197,48026
2010,197,48026
2011,197,55943
2012,197,58725
2013,197,48973
2014,197,55186
2015,197,49956
2016,197,57662
2017,197,
2018,197,
2019,197,
2020,197,
2008,198,48427
2009,198,47471
2010,198,47787
2011,198,52053
2012,198,52056
2013,198,52056
2014,198,53016
2015,198,53353
2016,198,55645
2017,198,59722
2018,198,61555
2019,198,65060
2020,198,70374
2008,199,8309
2009,199,8309
2010,199,8309
2011,199,8309
2012,199,8309
2013,199,8309
2014,199,
2015,199,
2016,199,8309
2017,199,8309
2018,199,15255
2019,199,15255
2020,199,14639
2008,200,438824
2009,200,
2010,200,0
2011,200,0
2012,200,0
2013,200,
2014,200,
2015,200,
2016,200,
2017,200,
2018,200,
2019,200,
2020,200,
2008,201,77778
2009,201,102818
2010,201,102010
2011,201,76162
2012,201,77123
2013,201,76220
2014,201,79159
2015,201,82676
2016,201,79411
2017,201,
2018,201,
2019,201,
2020,201,
2008,202,5919
2009,202,5919
2010,202,5879
2011,202,4647
2012,202,15139
2013,202,12481
2014,202,12993
2015,202,13160
2016,202,17831
2017,202,5369
2018,202,12785
2019,202,19640
2020,202,30431
2008,203,77108
2009,203,65811
2010,203,68341
2011,203,20080
2012,203,20109
2013,203,20064
2014,203,20120
2015,203,17412
2016,203,17412
2017,203,17412
2018,203,19573
2019,203,18355
2020,203,25637
2008,204,1368
2009,204,838
2010,204,838
2011,204,838
2012,204,1131
2013,204,2591
2014,204,2591
2015,204,10015
2016,204,10027
2017,204,9367
2018,204,6687
2019,204,5195
2020,204,5195
2008,205,62409
2009,205,62767
2010,205,64932
2011,205,69212
2012,205,69070
2013,205,68928
2014,205,67263
2015,205,67118
2016,205,67428
2017,205,206979
2018,205,191829
2019,205,
2020,205,
2008,206,1458
2009,206,1717
2010,206,1705
2011,206,12384
2012,206,9953
2013,206,10051
2014,206,10051
2015,206,9901
2016,206,
2017,206,
2018,206,
2019,206,
2020,206,
2008,207,383
2009,207,6136
2010,207,7231
2011,207,8347
2012,207,8347
2013,207,8347
2014,207,
2015,207,
2016,207,
2017,207,
2018,207,
2019,207,
2020,207,
2008,208,
2009,208,270
2010,208,0
2011,208,
2012,208,
2013,208,
2014,208,
2015,208,
2016,208,
2017,208,
2018,208,
2019,208,
2020,208,113
2008,209,
2009,209,
2010,209,
2011,209,
2012,209,
2013,209,
2014,209,
2015,209,
2016,209,
2017,209,
2018,209,
2019,209,
2020,209,
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,
2013,210,
2014,210,567
2015,210,5059
2016,210,3480
2017,210,3480
2018,210,3480
2019,210,3480
2020,210,3480
2008,211,
2009,211,51
2010,211,33
2011,211,15
2012,211,0
2013,211,
2014,211,1228
2015,211,1074
2016,211,921
2017,211,2792
2018,211,2792
2019,211,2792
2020,211,3180
2008,212,
2009,212,
2010,212,
2011,212,
2012,212,
2013,212,27
2014,212,20
2015,212,1183
2016,212,8618
2017,212,6011
2018,212,3422
2019,212,902
2020,212,0
2008,213,
2009,213,
2010,213,2577
2011,213,2255
2012,213,1933
2013,213,1611
2014,213,1289
2015,213,1786
2016,213,1308
2017,213,
2018,213,
2019,213,
2020,213,
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,
2014,214,
2015,214,7025
2016,214,10387
2017,214,9909
2018,214,16711
2019,214,16711
2020,214,16556
2008,215,
2009,215,
2010,215,
2011,215,21
2012,215,83
2013,215,54
2014,215,36
2015,215,18
2016,215,1252
2017,215,
2018,215,
2019,215,
2020,215,
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,
2015,216,
2016,216,
2017,216,
2018,216,
2019,216,
2020,216,1236
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,30243
2014,217,
2015,217,27691
2016,217,27691
2017,217,28871
2018,217,41426
2019,217,41426
2020,217,70094
2008,218,105869
2009,218,105751
2010,218,105648
2011,218,112022
2012,218,113829
2013,218,120289
2014,218,109474
2015,218,104945
2016,218,94216
2017,218,94216
2018,218,94127
2019,218,95036
2020,218,95036
2008,219,4702
2009,219,4803
2010,219,4803
2011,219,4473
2012,219,1086
2013,219,1086
2014,219,1086
2015,219,1086
2016,219,1086
2017,219,1086
2018,219,1086
2019,219,691
2020,219,691
2008,220,1649
2009,220,12324
2010,220,10809
2011,220,10785
2012,220,9675
2013,220,9675
2014,220,9675
2015,220,9675
2016,220,9675
2017,220,9675
2018,220,9675
2019,220,9675
2020,220,
2008,221,23520
2009,221,21844
2010,221,21844
2011,221,21844
2012,221,37229
2013,221,41959
2014,221,42602
2015,221,42483
2016,221,55234
2017,221,70784
2018,221,67926
2019,221,71025
2020,221,65639
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,
2015,222,
2016,222,
2017,222,
2018,222,
2019,222,
2020,222,
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,
2015,223,5721
2016,223,4570
2017,223,3420
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,49
2011,225,49
2012,225,49
2013,225,
2014,225,
2015,225,
2016,225,
2017,225,
2018,225,341
2019,225,
2020,225,
2008,226,22185
2009,226,21433
2010,226,20853
2011,226,20853
2012,226,20853
2013,226,20853
2014,226,20853
2015,226,20853
2016,226,20853
2017,226,21006
2018,226,21006
2019,226,21879
2020,226,26696
2008,227,
2009,227,
2010,227,
2011,227,275849
2012,227,275849
2013,227,708633
2014,227,718803
2015,227,718803
2016,227,732452
2017,227,750416
2018,227,747173
2019,227,764553
2020,227,746850
2008,228,822
2009,228,44
2010,228,22
2011,228,0
2012,228,0
2013,228,
2014,228,
2015,228,
2016,228,
2017,228,
2018,228,
2019,228,
2020,228,
2008,229,
2009,229,
2010,229,
2011,229,4354
2012,229,4308
2013,229,4396
2014,229,4584
2015,229,9130
2016,229,14256
2017,229,15141
2018,229,16546
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,73163
2013,230,73546
2014,230,73546
2015,230,73546
2016,230,73546
2017,230,73546
2018,230,74438
2019,230,74438
2020,230,75126
2008,231,10214
2009,231,10208
2010,231,10511
2011,231,10504
2012,231,8297
2013,231,8294
2014,231,8294
2015,231,8294
2016,231,5145
2017,231,1856
2018,231,1853
2019,231,1852
2020,231,1849
2008,232,93044
2009,232,93044
2010,232,93045
2011,232,73219
2012,232,73219
2013,232,73219
2014,232,75246
2015,232,75246
2016,232,91189
2017,232,90595
2018,232,90595
2019,232,90716
2020,232,108442
2008,233,109941
2009,233,108466
2010,233,108450
2011,233,108466
2012,233,454130
2013,233,454231
2014,233,476221
2015,233,516198
2016,233,503779
2017,233,502332
2018,233,516619
2019,233,1107766
2020,233,
2008,234,74900
2009,234,71516
2010,234,82841
2011,234,88101
2012,234,81180
2013,234,
2014,234,65359
2015,234,72171
2016,234,74339
2017,234,67185
2018,234,70898
2019,234,72980
2020,234,69219
2008,235,11346
2009,235,11257
2010,235,6628
2011,235,0
2012,235,0
2013,235,
2014,235,
2015,235,
2016,235,
2017,235,0
2018,235,0
2019,235,
2020,235,
2008,236,
2009,236,
2010,236,
2011,236,
2012,236,
2013,236,
2014,236,
2015,236,
2016,236,
2017,236,
2018,236,
2019,236,
2020,236,
2008,237,
2009,237,
2010,237,
2011,237,
2012,237,
2013,237,
2014,237,
2015,237,
2016,237,
2017,237,
2018,237,
2019,237,
2020,237,
2008,238,
2009,238,
2010,238,
2011,238,
2012,238,
2013,238,
2014,238,
2015,238,
2016,238,
2017,238,
2018,238,
2019,238,
2020,238,
2008,239,0
2009,239,
2010,239,
2011,239,
2012,239,
2013,239,
2014,239,
2015,239,
2016,239,
2017,239,
2018,239,6358
2019,239,6358
2020,239,4353
2008,240,
2009,240,
2010,240,
2011,240,
2012,240,
2013,240,
2014,240,
2015,240,
2016,240,
2017,240,
2018,240,
2019,240,
2020,240,
2008,241,343
2009,241,341
2010,241,340
2011,241,340
2012,241,340
2013,241,340
2014,241,340
2015,241,340
2016,241,338
2017,241,338
2018,241,338
2019,241,338
2020,241,0
2008,242,2001484
2009,242,1418511
2010,242,1377154
2011,242,1410806
2012,242,1394254
2013,242,749237
2014,242,804544
2015,242,864469
2016,242,869318
2017,242,795928
2018,242,839666
2019,242,854976
2020,242,819473
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,230258
2009,244,230968
2010,244,231162
2011,244,231531
2012,244,231531
2013,244,231531
2014,244,231531
2015,244,306203
2016,244,306472
2017,244,310027
2018,244,
2019,244,
2020,244,
2008,245,
2009,245,
2010,245,
2011,245,1786
2012,245,1786
2013,245,1786
2014,245,1786
2015,245,1786
2016,245,1786
2017,245,1786
2018,245,1786
2019,245,3920
2020,245,32355
2008,246,104891
2009,246,35869
2010,246,35869
2011,246,90551
2012,246,46757
2013,246,46757
2014,246,46757
2015,246,53000
2016,246,51000
2017,246,51000
2018,246,18000
2019,246,18000
2020,246,23000
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,83042
2009,249,74360
2010,249,71756
2011,249,210134
2012,249,208891
2013,249,166315
2014,249,166363
2015,249,129595
2016,249,129399
2017,249,93745
2018,249,93745
2019,249,104647
2020,249,99935
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,
2018,250,11914
2019,250,11914
2020,250,24153
2008,251,
2009,251,
2010,251,
2011,251,
2012,251,
2013,251,
2014,251,
2015,251,
2016,251,
2017,251,
2018,251,
2019,251,
2020,251,
2008,252,
2009,252,
2010,252,
2011,252,
2012,252,
2013,252,
2014,252,
2015,252,
2016,252,
2017,252,
2018,252,
2019,252,
2020,252,
2008,253,
2009,253,
2010,253,
2011,253,
2012,253,
2013,253,940
2014,253,745
2015,253,12379
2016,253,11851
2017,253,31854
2018,253,24038
2019,253,26523
2020,253,42405
2008,254,
2009,254,
2010,254,
2011,254,4357
2012,254,4343
2013,254,9514
2014,254,9686
2015,254,43060
2016,254,43060
2017,254,43060
2018,254,88348
2019,254,97063
2020,254,188215
2008,255,
2009,255,
2010,255,672
2011,255,
2012,255,
2013,255,
2014,255,
2015,255,
2016,255,
2017,255,
2018,255,67
2019,255,67
2020,255,
2008,256,
2009,256,
2010,256,
2011,256,
2012,256,
2013,256,
2014,256,
2015,256,
2016,256,
2017,256,
2018,256,
2019,256,
2020,256,
2008,257,
2009,257,
2010,257,
2011,257,
2012,257,
2013,257,
2014,257,
2015,257,
2016,257,
2017,257,
2018,257,
2019,257,
2020,257,
2008,258,
2009,258,
2010,258,
2011,258,
2012,258,
2013,258,
2014,258,
2015,258,
2016,258,1315
2017,258,1315
2018,258,9736
2019,258,17605
2020,258,56660
2008,259,
2009,259,
2010,259,
2011,259,
2012,259,
2013,259,
2014,259,
2015,259,
2016,259,
2017,259,
2018,259,
2019,259,
2020,259,
2008,260,
2009,260,
2010,260,
2011,260,
2012,260,
2013,260,
2014,260,
2015,260,
2016,260,
2017,260,
2018,260,
2019,260,
2020,260,
2008,261,
2009,261,
2010,261,
2011,261,
2012,261,
2013,261,
2014,261,
2015,261,
2016,261,
2017,261,
2018,261,
2019,261,
2020,261,
2008,262,
2009,262,
2010,262,
2011,262,
2012,262,
2013,262,66486
2014,262,66486
2015,262,66486
2016,262,66486
2017,262,66486
2018,262,66486
2019,262,93472
2020,262,93472
2008,263,3393998
2009,263,3309436
2010,263,2637197
2011,263,1940373
2012,263,91068
2013,263,
2014,263,
2015,263,
2016,263,
2017,263,
2018,263,
2019,263,
2020,263,
2008,264,161302
2009,264,157264
2010,264,149864
2011,264,149864
2012,264,129886
2013,264,125625
2014,264,125625
2015,264,125625
2016,264,125625
2017,264,136711
2018,264,132925
2019,264,132925
2020,264,132925
2008,265,
2009,265,
2010,265,
2011,265,
2012,265,
2013,265,
2014,265,
2015,265,
2016,265,8694
2017,265,13738
2018,265,12082
2019,265,11900
2020,265,10201
2008,266,
2009,266,
2010,266,
2011,266,
2012,266,
2013,266,
2014,266,
2015,266,
2016,266,
2017,266,
2018,266,
2019,266,35665
2020,266,39364
2008,267,
2009,267,
2010,267,
2011,267,
2012,267,
2013,267,
2014,267,
2015,267,
2016,267,
2017,267,
2018,267,
2019,267,
2020,267,
2008,268,
2009,268,
2010,268,
2011,268,
2012,268,
2013,268,
2014,268,
2015,268,
2016,268,
2017,268,
2018,268,
2019,268,
2020,268,
2008,269,
2009,269,
2010,269,
2011,269,
2012,269,
2013,269,
2014,269,
2015,269,
2016,269,10000
2017,269,9738
2018,269,35512
2019,269,68654
2020,269,67438
2008,270,
2009,270,
2010,270,
2011,270,
2012,270,
2013,270,
2014,270,
2015,270,
2016,270,
2017,270,
2018,270,
2019,270,
2020,270,
2008,271,
2009,271,
2010,271,
2011,271,
2012,271,
2013,271,
2014,271,
2015,271,
2016,271,
2017,271,
2018,271,
2019,271,7142
2020,271,0
2008,272,
2009,272,
2010,272,
2011,272,
2012,272,
2013,272,
2014,272,
2015,272,
2016,272,
2017,272,
2018,272,
2019,272,
2020,272,
2008,273,
2009,273,
2010,273,
2011,273,
2012,273,
2013,273,
2014,273,
2015,273,
2016,273,4490
2017,273,5463
2018,273,5469
2019,273,5649
2020,273,7957
2008,274,
2009,274,
2010,274,
2011,274,
2012,274,
2013,274,
2014,274,
2015,274,
2016,274,
2017,274,
2018,274,
2019,274,
2020,274,
2008,275,
2009,275,
2010,275,
2011,275,
2012,275,
2013,275,
2014,275,
2015,275,
2016,275,
2017,275,1962
2018,275,1967
2019,275,
2020,275,
2008,276,
2009,276,
2010,276,
2011,276,
2012,276,
2013,276,
2014,276,
2015,276,
2016,276,
2017,276,
2018,276,
2019,276,
2020,276,
2008,277,
2009,277,
2010,277,
2011,277,
2012,277,
2013,277,
2014,277,
2015,277,
2016,277,
2017,277,9364
2018,277,9364
2019,277,9364
2020,277,
2008,278,
2009,278,
2010,278,
2011,278,
2012,278,
2013,278,
2014,278,945
2015,278,1093
2016,278,727
2017,278,383
2018,278,17
2019,278,15
2020,278,
2008,279,
2009,279,
2010,279,
2011,279,
2012,279,
2013,279,
2014,279,
2015,279,2521
2016,279,2350
2017,279,2178
2018,279,2007
2019,279,1836
2020,279,1665
2008,280,
2009,280,
2010,280,
2011,280,
2012,280,
2013,280,
2014,280,
2015,280,
2016,280,
2017,280,
2018,280,
2019,280,
2020,280,
2008,281,
2009,281,
2010,281,
2011,281,
2012,281,
2013,281,
2014,281,
2015,281,
2016,281,
2017,281,
2018,281,
2019,281,
2020,281,
2008,282,
2009,282,
2010,282,
2011,282,
2012,282,
2013,282,
2014,282,
2015,282,
2016,282,
2017,282,
2018,282,
2019,282,
2020,282,
2008,283,
2009,283,
2010,283,
2011,283,
2012,283,
2013,283,
2014,283,
2015,283,
2016,283,
2017,283,
2018,283,
2019,283,
2020,283,
2008,284,
2009,284,
2010,284,
2011,284,
2012,284,
2013,284,
2014,284,
2015,284,
2016,284,
2017,284,
2018,284,
2019,284,
2020,284,
2008,285,
2009,285,
2010,285,
2011,285,
2012,285,
2013,285,
2014,285,
2015,285,
2016,285,
2017,285,
2018,285,
2019,285,
2020,285,
2008,286,
2009,286,
2010,286,
2011,286,
2012,286,
2013,286,
2014,286,
2015,286,
2016,286,
2017,286,
2018,286,
2019,286,
2020,286,
2008,287,
2009,287,
2010,287,
2011,287,
2012,287,
2013,287,
2014,287,
2015,287,
2016,287,
2017,287,
2018,287,
2019,287,
2020,287,
2008,288,
2009,288,
2010,288,
2011,288,
2012,288,
2013,288,
2014,288,
2015,288,
2016,288,
2017,288,
2018,288,
2019,288,1811
2020,288,2860
2008,289,
2009,289,
2010,289,
2011,289,
2012,289,
2013,289,
2014,289,
2015,289,
2016,289,
2017,289,
2018,289,
2019,289,
2020,289,
2008,290,
2009,290,
2010,290,
2011,290,
2012,290,
2013,290,
2014,290,
2015,290,2702
2016,290,2958
2017,290,3378
2018,290,5672
2019,290,4888
2020,290,4103
2008,291,
2009,291,
2010,291,
2011,291,
2012,291,
2013,291,
2014,291,
2015,291,
2016,291,
2017,291,
2018,291,
2019,291,
2020,291,
2008,292,
2009,292,
2010,292,
2011,292,
2012,292,
2013,292,
2014,292,
2015,292,
2016,292,
2017,292,14404
2018,292,7146
2019,292,8527
2020,292,8527
2008,293,
2009,293,
2010,293,
2011,293,
2012,293,221000
2013,293,221000
2014,293,221000
2015,293,221000
2016,293,221000
2017,293,61005
2018,293,61005
2019,293,61005
2020,293,61005
2008,294,
2009,294,
2010,294,
2011,294,
2012,294,
2013,294,
2014,294,
2015,294,
2016,294,22146
2017,294,22146
2018,294,22146
2019,294,30874
2020,294,30874
2008,295,
2009,295,
2010,295,
2011,295,
2012,295,
2013,295,
2014,295,
2015,295,
2016,295,
2017,295,
2018,295,
2019,295,
2020,295,
2008,296,
2009,296,
2010,296,
2011,296,
2012,296,
2013,296,
2014,296,
2015,296,19
2016,296,29
2017,296,1558
2018,296,1558
2019,296,2894
2020,296,2942
2008,297,
2009,297,
2010,297,
2011,297,
2012,297,
2013,297,
2014,297,
2015,297,
2016,297,
2017,297,
2018,297,
2019,297,
2020,297,
2008,298,
2009,298,
2010,298,
2011,298,
2012,298,
2013,298,
2014,298,
2015,298,
2016,298,
2017,298,33103
2018,298,32975
2019,298,46828
2020,298,48426
2008,299,
2009,299,
2010,299,
2011,299,
2012,299,
2013,299,
2014,299,
2015,299,2912
2016,299,2627
2017,299,8172
2018,299,3408
2019,299,3166
2020,299,
2008,300,
2009,300,
2010,300,
2011,300,
2012,300,
2013,300,
2014,300,
2015,300,
2016,300,
2017,300,
2018,300,
2019,300,
2020,300,
2008,301,
2009,301,
2010,301,
2011,301,
2012,301,
2013,301,
2014,301,
2015,301,
2016,301,
2017,301,
2018,301,
2019,301,
2020,301,
2008,302,
2009,302,
2010,302,
2011,302,
2012,302,
2013,302,
2014,302,
2015,302,1094
2016,302,938
2017,302,781
2018,302,625
2019,302,2669
2020,302,2160
2008,303,
2009,303,
2010,303,
2011,303,
2012,303,
2013,303,
2014,303,
2015,303,
2016,303,
2017,303,
2018,303,
2019,303,
2020,303,
2008,304,
2009,304,
2010,304,
2011,304,
2012,304,
2013,304,
2014,304,
2015,304,
2016,304,
2017,304,
2018,304,
2019,304,
2020,304,
2008,305,
2009,305,
2010,305,
