Date,Id,Price
2011,125,
2012,125,
2013,125,
2014,125,
2015,125,10.08
2016,125,11.15
2017,125,10.72
2018,125,9.38
2019,125,12.8
2020,125,13.95
2008,126,0.2919
2009,126,0.3044
2010,126,0.3279
2011,126,0.2992
2012,126,0.3277
2013,126,0.3151
2014,126,0.322
2015,126,0.3164
2016,126,0.2048
2017,126,0.2698
2018,126,0.31
2019,126,0.3075
2020,126,0.353
2008,127,8.395
2009,127,15.94
2010,127,23.1
2011,127,16.53
2012,127,16.83
2013,127,15.82
2014,127,14.89
2015,127,17.79
2016,127,17.9
2017,127,27.7
2018,127,27
2019,127,30.4
2020,127,19.1
2008,128,3.92
2009,128,5.77
2010,128,6.38
2011,128,5.14
2012,128,6.41
2013,128,7.21
2014,128,7.98
2015,128,9.8
2016,128,8.1
2017,128,15.52
2018,128,12.06
2019,128,14.94
2020,128,14.94
2008,129,3.47
2009,129,4.92
2010,129,6.41
2011,129,5.24
2012,129,6.73
2013,129,11.74
2014,129,12.46
2015,129,13
2016,129,17.4
2017,129,20.96
2018,129,20.96
2019,129,20.96
2020,129,20.96
2008,130,5.01
2009,130,6.65
2010,130,6.43
2011,130,5.15
2012,130,5.64
2013,130,7.06
2014,130,8.33
2015,130,9.87
2016,130,11.84
2017,130,12
2018,130,12.7
2019,130,12.68
2020,130,12.68
2008,131,8.6
2009,131,10.62
2010,131,10.22
2011,131,9.14
2012,131,8.445
2013,131,11
2014,131,13.4
2015,131,14.83
2016,131,14.22
2017,131,16.15
2018,131,14.15
2019,131,17.4
2020,131,13.7
2008,132,11.3163
2009,132,15.765
2010,132,13.8503
2011,132,11.781
2012,132,13.67
2013,132,16.31
2014,132,19.33
2015,132,24.5
2016,132,22.26
2017,132,26.32
2018,132,18.07
2019,132,20.79
2020,132,14.715
2008,133,1.06
2009,133,0.99
2010,133,0.76
2011,133,0.56
2012,133,0.24
2013,133,0.29
2014,133,0.17
2015,133,0.19
2016,133,0.06
2017,133,0.06
2018,133,0.06
2019,133,0.06
2020,133,0.06
2008,134,5.3947
2009,134,10.32
2010,134,10.05
2011,134,7.485
2012,134,7.81
2013,134,11.5
2014,134,9.56
2015,134,11.55
2016,134,10.35
2017,134,24.23
2018,134,17.48
2019,134,26.96
2020,134,20.6
2008,135,
2009,135,
2010,135,
2011,135,
2012,135,
2013,135,
2014,135,
2015,135,6.1
2016,135,9.9
2017,135,16.04
2018,135,11.48
2019,135,12.12
2020,135,8.48
2008,136,2.64
2009,136,2.255
2010,136,1.51
2011,136,1.266
2012,136,1.249
2013,136,2.228
2014,136,3.19
2015,136,7.43
2016,136,13.37
2017,136,10.82
2018,136,4.22
2019,136,12.48
2020,136,21.6
2008,137,2.504
2009,137,2.429
2010,137,3.6581
2011,137,2.906
2012,137,3.048
2013,137,6.3
2014,137,6
2015,137,7.72
2016,137,7.975
2017,137,10.91
2018,137,10.6
2019,137,14.05
2020,137,10.35
2008,138,
2009,138,
2010,138,
2011,138,
2012,138,
2013,138,
2014,138,
2015,138,
2016,138,
2017,138,
2018,138,
2019,138,
2020,138,
2008,139,0.7707
2009,139,1.7497
2010,139,1.1198
2011,139,0.642
2012,139,0.4582
2013,139,0.4767
2014,139,1.6683
2015,139,5.975
2016,139,4.148
2017,139,6.38
2018,139,1.194
2019,139,2.39
2020,139,1.33
2008,140,5.61
2009,140,8.88
2010,140,6.36
2011,140,3.9
2012,140,3.59
2013,140,1.69
2014,140,0.81
2015,140,0.83
2016,140,0.65
2017,140,0.6
2018,140,0.5
2019,140,0.35
2020,140,0.19
2008,141,2.2025
2009,141,1.747
2010,141,1.7
2011,141,0.96
2012,141,0.8665
2013,141,1.078
2014,141,0.83
2015,141,1
2016,141,0.735
2017,141,1.281
2018,141,1.04
2019,141,1.1
2020,141,0.93
2008,142,2.0037
2009,142,3.1
2010,142,2.72
2011,142,2.806
2012,142,2.47
2013,142,5.955
2014,142,4.854
2015,142,4.57
2016,142,3.81
2017,142,3.71
2018,142,3.425
2019,142,2.715
2020,142,1.264
2008,143,0.445
2009,143,0.45
2010,143,0.405
2011,143,0.2884
2012,143,0.279
2013,143,0.44
2014,143,0.2847
2015,143,0.266
2016,143,0.1888
2017,143,0.1916
2018,143,0.15
2019,143,0.1545
2020,143,0.0794
2008,144,9.3504
2009,144,7.9045
2010,144,5.6967
2011,144,2.8998
2012,144,2.1687
2013,144,2.4838
2014,144,2.4467
2015,144,2.6568
2016,144,1.5179
2017,144,0.885
2018,144,0.38
2019,144,0.664
2020,144,0.456
2008,145,
2009,145,
2010,145,0.7
2011,145,0.47
2012,145,0.34
2013,145,0.303
2014,145,0.153
2015,145,0.28
2016,145,0.252
2017,145,0.697
2018,145,0.56
2019,145,0.58
2020,145,0.384
2008,146,1.7676
2009,146,1.7329
2010,146,1.157
2011,146,0.6556
2012,146,0.5613
2013,146,0.5399
2014,146,0.9207
2015,146,0.695
2016,146,0.315
2017,146,0.3789
2018,146,0.18
2019,146,0.178
2020,146,0.105
2008,147,3.4825
2009,147,3.0975
2010,147,2.65
2011,147,1.353
2012,147,1.122
2013,147,1.404
2014,147,0.8755
2015,147,1.039
2016,147,1.171
2017,147,2.082
2018,147,1.71
2019,147,2.06
2020,147,1.51
2008,148,0.38
2009,148,0.45
2010,148,0.48
2011,148,0.32
2012,148,0.26
2013,148,0.3
2014,148,0.23
2015,148,0.25
2016,148,0.15
2017,148,0.19
2018,148,0.19
2019,148,0.19
2020,148,0.13
2008,149,1.16
2009,149,2.24
2010,149,1.7
2011,149,1.09
2012,149,0.88
2013,149,1.36
2014,149,0.95
2015,149,1.01
2016,149,0.74
2017,149,0.7
2018,149,0.35
2019,149,0.46
2020,149,0.46
2008,150,3.9945
2009,150,5.735
2010,150,4.5275
2011,150,2.138
2012,150,1.556
2013,150,3.446
2014,150,3.44
2015,150,3.832
2016,150,4.11
2017,150,3.23
2018,150,2.744
2019,150,2.66
2020,150,2.086
2008,151,
2009,151,
2010,151,
2011,151,
2012,151,
2013,151,
2014,151,3.8
2015,151,2.66
2016,151,2.708
2017,151,2.496
2018,151,1.57
2019,151,1.525
2020,151,1.06
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,0.0561
2014,152,0.1242
2015,152,0.1807
2016,152,0.117
2017,152,0.0937
2018,152,0.0294
2019,152,0.053
2020,152,0.0314
2008,153,3.306
2009,153,4.3127
2010,153,3.4965
2011,153,2.2992
2012,153,4.2685
2013,153,1.32
2014,153,0.9345
2015,153,0.6205
2016,153,0.8345
2017,153,1.222
2018,153,1.152
2019,153,1.008
2020,153,0.57
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,
2014,154,2.76
2015,154,2.066
2016,154,0.839
2017,154,1.363
2018,154,3.2
2019,154,2.48
2020,154,1.73
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,2.458
2015,155,1.89
2016,155,1.43
2017,155,2.412
2018,155,1.59
2019,155,1.45
2020,155,1.17
2008,156,
2009,156,
2010,156,
2011,156,
2012,156,
2013,156,
2014,156,3.19
2015,156,4.718
2016,156,3.58
2017,156,5.075
2018,156,4.335
2019,156,6.13
2020,156,5.46
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,
2013,157,
2014,157,5.5
2015,157,4.87
2016,157,2.92
2017,157,3.05
2018,157,1.33
2019,157,1.33
2020,157,1.33
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,2.21
2016,158,1.77
2017,158,1.65
2018,158,0.58
2019,158,0.93
2020,158,0.08
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,2.254
2016,159,1.273
2017,159,1.141
2018,159,0.54
2019,159,1.535
2020,159,0.818
2008,160,
2009,160,
2010,160,
2011,160,
2012,160,
2013,160,
2014,160,
2015,160,2.298
2016,160,2.94
2017,160,6.91
2018,160,2.11
2019,160,2.83
2020,160,2.37
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,
2015,161,2.348
2016,161,1.197
2017,161,1.526
2018,161,1.275
2019,161,1.315
2020,161,1.22
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,
2015,162,1.098
2016,162,0.411
2017,162,1.114
2018,162,0.64
2019,162,0.65
2020,162,0.406
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,
2015,163,2
2016,163,1.98
2017,163,1.634
2018,163,1
2019,163,1.15
2020,163,2.1
2008,164,39.61
2009,164,68.9
2010,164,44.31
2011,164,19.5
2012,164,23.1
2013,164,19.68
2014,164,10.35
2015,164,8.565
2016,164,6.21
2017,164,4.38
2018,164,2.88
2019,164,2.86
2020,164,3.36
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,2.02
2016,165,2.48
2017,165,2.48
2018,165,2.48
2019,165,2.48
2020,165,2.48
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,
2015,166,5.04
2016,166,4.402
2017,166,6.2
2018,166,5.965
2019,166,8.73
2020,166,9.93
2008,167,2.4
2009,167,2.1875
2010,167,1.575
2011,167,0.9665
2012,167,0.99
2013,167,0.831
2014,167,0.834
2015,167,1.784
2016,167,1.72
2017,167,2.004
2018,167,1.691
2019,167,1.434
2020,167,0.5945
2008,168,7.64
2009,168,6.115
2010,168,3.975
2011,168,4.95
2012,168,4.95
2013,168,4.75
2014,168,3.498
2015,168,3.61
2016,168,2.426
2017,168,2.616
2018,168,2.29
2019,168,2.42
2020,168,1.86
2008,169,16.74
2009,169,17.8
2010,169,16.34
2011,169,16.01
2012,169,18.34
2013,169,17.49
2014,169,14.51
2015,169,13.8
2016,169,15.47
2017,169,13.8
2018,169,13.748
2019,169,13.846
2020,169,8.548
2008,170,8.51
2009,170,9.68
2010,170,10.45
2011,170,8.78
2012,170,7.625
2013,170,9.745
2014,170,9.255
2015,170,12.47
2016,170,10.2
2017,170,15.4
2018,170,16.5
2019,170,19.22
2020,170,23.4
2008,171,3.7034
2009,171,6.3744
2010,171,8.4971
2011,171,2.5588
2012,171,1.0439
2013,171,1.63
2014,171,1.806
2015,171,2.51
2016,171,2.58
2017,171,4.318
2018,171,3.21
2019,171,2.474
2020,171,1.822
2008,172,
2009,172,
2010,172,30
2011,172,30
2012,172,34
2013,172,37.85
2014,172,35.9
2015,172,34.8
2016,172,34.67
2017,172,35.7
2018,172,41
2019,172,40
2020,172,35.2
2008,173,14.879
2009,173,30.3371
2010,173,46.3742
2011,173,41.3516
2012,173,36.8828
2013,173,19.5869
2014,173,11.0334
2015,173,9.4284
2016,173,5.35
2017,173,3.806
2018,173,3.265
2019,173,4.356
2020,173,2.205
2008,174,12.67
2009,174,18.05
2010,174,22.8
2011,174,21.7
2012,174,31.07
2013,174,38.95
2014,174,45.5
2015,174,60.4
2016,174,51.1
2017,174,51.15
2018,174,51.7
2019,174,49
2020,174,49
2008,175,28.5862
2009,175,49.2777
2010,175,73.9
2011,175,63.05
2012,175,95.65
2013,175,121.4
2014,175,72
2015,175,73.05
2016,175,61.8
2017,175,60.9
2018,175,41.28
2019,175,41.22
2020,175,28.46
2008,176,1.126
2009,176,1.95
2010,176,2.77
2011,176,2.124
2012,176,1.358
2013,176,2.322
2014,176,2.31
2015,176,4.85
2016,176,3.352
2017,176,3.68
2018,176,4.43
2019,176,5.2
2020,176,4.16
2008,177,4.365
2009,177,4.8225
2010,177,3.4225
2011,177,2.168
2012,177,2.174
2013,177,2.64
2014,177,2.7
2015,177,4.082
2016,177,2.21
2017,177,2.892
2018,177,1.173
2019,177,1.182
2020,177,0.794
2008,178,5.0905
2009,178,4.9004
2010,178,8.2341
2011,178,3.0214
2012,178,4.1232
2013,178,10.5169
2014,178,6.6689
2015,178,6.6256
2016,178,4.9244
2017,178,2.9484
2018,178,0.7
2019,178,1.114
2020,178,0.797
2008,179,1.9707
2009,179,2.6488
2010,179,1.723
2011,179,1.651
2012,179,1.95
2013,179,2.194
2014,179,2.4
2015,179,2.37
2016,179,1.841
2017,179,2.416
2018,179,2.83
2019,179,5.16
2020,179,3.76
2008,180,0.666
2009,180,0.523
2010,180,0.491
2011,180,0.5875
2012,180,0.555
2013,180,0.701
2014,180,2.186
2015,180,1.489
2016,180,1.11
2017,180,2.25
2018,180,2.345
2019,180,1.994
2020,180,1.104
2008,181,8.1
2009,181,6.69
2010,181,5.44
2011,181,4.5
2012,181,4.2
2013,181,5.95
2014,181,7.9
2015,181,19.1
2016,181,13.45
2017,181,13.49
2018,181,13.49
2019,181,13.49
2020,181,13.49
2008,182,2.23
2009,182,2.04
2010,182,0.49
2011,182,0.31
2012,182,0.41
2013,182,0.37
2014,182,0.29
2015,182,0.24
2016,182,0.14
2017,182,0.18
2018,182,0.07
2019,182,0.11
2020,182,0.11
2008,183,
2009,183,
2010,183,
2011,183,10.18
2012,183,16.64
2013,183,27.65
2014,183,20.41
2015,183,21.75
2016,183,22.43
2017,183,22.15
2018,183,17.655
2019,183,18.75
2020,183,15.86
2008,184,0.25
2009,184,0.14
2010,184,0.1
2011,184,0.03
2012,184,0.03
2013,184,0.03
2014,184,0.03
2015,184,0.03
2016,184,0.03
2017,184,0.03
2018,184,0.03
2019,184,0.03
2020,184,0.03
2008,185,
2009,185,
2010,185,
2011,185,
2012,185,13.36
2013,185,25.83
2014,185,18.53
2015,185,16.32
2016,185,20.34
2017,185,27.01
2018,185,30.05
2019,185,31.56
2020,185,35.7
2008,186,0.8085
2009,186,0.7555
2010,186,1.052
2011,186,0.7395
2012,186,0.97
2013,186,1.317
2014,186,1.397
2015,186,1.062
2016,186,1.05
2017,186,1.034
2018,186,0.752
2019,186,0.604
2020,186,0.41
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,
2013,187,38.6016
2014,187,33.7777
2015,187,25.741
2016,187,5.8212
2017,187,4.7002
2018,187,1.956
2019,187,1.5432
2020,187,1.7545
2008,188,
2009,188,
2010,188,
2011,188,
2012,188,
2013,188,15.8
2014,188,11.12
2015,188,12.92
2016,188,16.53
2017,188,26.08
2018,188,28.93
2019,188,40.07
2020,188,50.14
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,
2014,189,
2015,189,6.42
2016,189,4.78
2017,189,5.555
2018,189,1.094
2019,189,2.006
2020,189,1.05
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,17
2016,190,8.95
2017,190,10.4
2018,190,9.8
2019,190,9.7
2020,190,6.95
2008,191,3.6713
2009,191,3.137
2010,191,2.5275
2011,191,0.669
2012,191,0.4769
2013,191,0.4612
2014,191,0.6456
2015,191,0.5026
2016,191,0.1657
2017,191,0.1881
2018,191,0.145
2019,191,0.173
2020,191,0.1785
2008,192,13.9
2009,192,18.7
2010,192,5.68
2011,192,2.2
2012,192,8.04
2013,192,16.8
2014,192,26.2
2015,192,25.6
2016,192,20.15
2017,192,11.6
2018,192,5.61
2019,192,6.35
2020,192,2.15
2008,193,0.61
2009,193,1
2010,193,0.34
2011,193,0.39
2012,193,0.36
2013,193,0.62
2014,193,0.37
2015,193,0.37
2016,193,0.42
2017,193,0.48
2018,193,0.27
2019,193,0.37
2020,193,0.52
2008,194,3.865
2009,194,5.2
2010,194,7.055
2011,194,5.585
2012,194,6.91
2013,194,10.46
2014,194,12.85
2015,194,24.09
2016,194,26.92
2017,194,37.06
2018,194,30.29
2019,194,37.57
2020,194,45.33
2008,195,
2009,195,
2010,195,
2011,195,
2012,195,
2013,195,
2014,195,
2015,195,5.64
2016,195,4.22
2017,195,5.43
2018,195,5.04
2019,195,6.48
2020,195,6.48
2008,196,4.0825
2009,196,4
2010,196,4.945
2011,196,4.0075
2012,196,5.2375
2013,196,14.225
2014,196,15.225
2015,196,31.475
2016,196,29.5
2017,196,46.17
2018,196,44.08
2019,196,69.45
2020,196,95.3
2008,197,14.88
2009,197,27.6
2010,197,21.14
2011,197,22.17
2012,197,25.23
2013,197,43.49
2014,197,37.5
2015,197,60
2016,197,65.9
2017,197,65.9
2018,197,65.9
2019,197,65.9
2020,197,65.9
2008,198,0.5415
2009,198,0.4762
2010,198,0.3828
2011,198,0.286
2012,198,0.1634
2013,198,0.2625
2014,198,0.487
2015,198,0.5165
2016,198,0.6775
2017,198,0.9935
2018,198,0.881
2019,198,1.26
2020,198,1.46
2008,199,4.83
2009,199,5.48
2010,199,4.15
2011,199,3.22
2012,199,4.14
2013,199,4.59
2014,199,3.73
2015,199,4.12
2016,199,3.68
2017,199,4.24
2018,199,4.28
2019,199,4.28
2020,199,4.28
2008,200,0.4011
2009,200,0.1657
2010,200,0.0804
2011,200,0.0339
2012,200,0.0385
2013,200,0.0428
2014,200,0.0524
2015,200,0.0577
2016,200,0.0455
2017,200,0.0357
2018,200,0.014
2019,200,0.0109
2020,200,0.0293
2008,201,6.77
2009,201,5.9
2010,201,4.84
2011,201,2.13
2012,201,2.98
2013,201,3.4
2014,201,2.6
2015,201,2.15
2016,201,3.04
2017,201,3.98
2018,201,3.99
2019,201,3.99
2020,201,3.99
2008,202,1.3182
2009,202,1.5114
2010,202,1.2182
2011,202,1.9318
2012,202,2.8636
2013,202,8.2455
2014,202,7.1
2015,202,8.13
2016,202,7.5
2017,202,9.635
2018,202,8.18
2019,202,9.66
2020,202,7.88
2008,203,0.5796
2009,203,0.6046
2010,203,0.3285
2011,203,0.24
2012,203,0.2472
2013,203,0.2365
2014,203,0.1924
2015,203,0.212
2016,203,0.748
2017,203,2.094
2018,203,1.78
2019,203,2.01
2020,203,1.57
2008,204,1.903
2009,204,1.248
2010,204,1.086
2011,204,2.208
2012,204,1.93
2013,204,2.622
2014,204,1.714
2015,204,1.769
2016,204,1.33
2017,204,1.297
2018,204,0.908
2019,204,0.696
2020,204,1.195
2008,205,0.8595
2009,205,1.225
2010,205,0.952
2011,205,0.661
2012,205,0.622
2013,205,0.8285
2014,205,0.7145
2015,205,0.763
2016,205,0.6905
2017,205,1.505
2018,205,0.824
2019,205,0.831
2020,205,0.8
2008,206,5.04
2009,206,4.69
2010,206,5.41
2011,206,4.52
2012,206,3.08
2013,206,3.59
2014,206,4.58
2015,206,6.73
2016,206,7.39
2017,206,7.39
2018,206,7.39
2019,206,7.39
2020,206,7.39
2008,207,1.82
2009,207,1.41
2010,207,1.44
2011,207,1.12
2012,207,0.87
2013,207,1.49
2014,207,2
2015,207,2.4
2016,207,2.95
2017,207,3
2018,207,3.82
2019,207,3.82
2020,207,3.82
2008,208,
2009,208,2.5883
2010,208,1.1624
2011,208,0.1529
2012,208,0.1648
2013,208,1.0899
2014,208,1.3401
2015,208,1.47
2016,208,2.75
2017,208,2.1
2018,208,0.925
2019,208,1
2020,208,0.79
2008,209,
2009,209,
2010,209,
2011,209,9.6
2012,209,10
2013,209,11.83
2014,209,12.99
2015,209,15.62
2016,209,17.69
2017,209,25.62
2018,209,23.2
2019,209,47.65
2020,209,103
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,17.76
2013,210,16
2014,210,10.4
2015,210,6.32
2016,210,2.14
2017,210,3.26
2018,210,2.57
2019,210,1.79
2020,210,1.7
2008,211,
2009,211,
2010,211,
2011,211,
2012,211,11.1896
2013,211,10.2855
2014,211,9.538
2015,211,3.0436
2016,211,1.7371
2017,211,1.3398
2018,211,2.45
2019,211,2.15
2020,211,1.44
2008,212,
2009,212,
2010,212,
2011,212,
2012,212,
2013,212,
2014,212,1.8617
2015,212,2.062
2016,212,1.8704
2017,212,1.4279
2018,212,1.1625
2019,212,3.0534
2020,212,2.59
2008,213,
2009,213,
2010,213,
2011,213,
2012,213,
2013,213,6.19
2014,213,5.15
2015,213,5.9
2016,213,5.1
2017,213,15.5
2018,213,15.5
2019,213,15.5
2020,213,15.5
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,
2014,214,2.1815
2015,214,2.3154
2016,214,1.75
2017,214,2.522
2018,214,2.32
2019,214,4.73
2020,214,4.38
2008,215,
2009,215,
2010,215,
2011,215,
2012,215,
2013,215,
2014,215,4.1
2015,215,3
2016,215,3.25
2017,215,4.1
2018,215,4.1
2019,215,4.1
2020,215,4.1
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,2.1216
2015,216,1.9185
2016,216,1.3677
2017,216,1.3084
2018,216,1.0167
2019,216,1.145
2020,216,0.868
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,
2014,217,
2015,217,3.848
2016,217,4.31
2017,217,5.15
2018,217,3.9
2019,217,6.35
2020,217,9.42
2008,218,3.4696
2009,218,3.6737
2010,218,3.5696
2011,218,2.9128
2012,218,3.2002
2013,218,5.5105
2014,218,5.1554
2015,218,2.318
2016,218,1.409
2017,218,1.87
2018,218,3.33
2019,218,5.48
2020,218,2.84
2008,219,9
2009,219,11.59
2010,219,9.285
2011,219,3.994
2012,219,3.85
2013,219,5.96
2014,219,5.8
2015,219,5.93
2016,219,5.48
2017,219,6.985
2018,219,5.82
2019,219,7.15
2020,219,7.2
2008,220,1.8
2009,220,1.485
2010,220,1.33
2011,220,1.345
2012,220,0.6645
2013,220,0.495
2014,220,0.4675
2015,220,0.281
2016,220,0.148
2017,220,0.3296
2018,220,0.179
2019,220,0.234
2020,220,0.18
2008,221,3.8502
2009,221,5.1534
2010,221,5.8543
2011,221,3.6133
2012,221,3.228
2013,221,3.982
2014,221,3.99
2015,221,3.8
2016,221,3.578
2017,221,6.7
2018,221,3.12
2019,221,2.99
2020,221,2.12
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,0.97
2014,222,1.02
2015,222,0.8955
2016,222,0.251
2017,222,0.505
2018,222,0.394
2019,222,0.348
2020,222,0.3
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,9.58
2014,223,9.35
2015,223,9.63
2016,223,7.4
2017,223,7.5
2018,223,10.25
2019,223,10.25
2020,223,10.25
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,1.65
2013,224,1.65
2014,224,1.65
2015,224,1.65
2016,224,0.4
2017,224,0.9
2018,224,1.4
2019,224,0.444
2020,224,0.57
2008,225,
2009,225,
2010,225,
2011,225,
2012,225,0.0002
2013,225,0.0001
2014,225,0.0001
2015,225,0.0001
2016,225,0.0001
2017,225,0.0002
2018,225,0.0001
2019,225,0.0001
2020,225,0.0001
2008,226,0.58
2009,226,0.47
2010,226,0.3445
2011,226,0.313
2012,226,0.2482
2013,226,0.4903
2014,226,0.389
2015,226,0.45
2016,226,0.381
2017,226,0.4012
2018,226,0.335
2019,226,0.473
2020,226,0.686
2008,227,
2009,227,
2010,227,
2011,227,
2012,227,
2013,227,
2014,227,4.37
2015,227,7.7
2016,227,7.89
2017,227,10.6
2018,227,7.155
2019,227,8.695
2020,227,7.45
2008,228,1.479
2009,228,2.105
2010,228,1.597
2011,228,0.9595
2012,228,0.836
2013,228,0.823
2014,228,2.252
2015,228,1.58
2016,228,1.041
2017,228,1.191
2018,228,0.832
2019,228,1.085
2020,228,0.798
2008,229,
2009,229,
2010,229,
2011,229,
2012,229,
2013,229,
2014,229,
2015,229,2.5
2016,229,1.69
2017,229,2.72
2018,229,2.61
2019,229,3.99
2020,229,3.99
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,
2013,230,
2014,230,
2015,230,7.3
2016,230,6.15
2017,230,12.88
2018,230,8
2019,230,8.7
2020,230,7.06
2008,231,4.5453
2009,231,3.3394
2010,231,2.6159
2011,231,1.18
2012,231,1.215
2013,231,1.49
2014,231,1.475
2015,231,1.61
2016,231,1.61
2017,231,1.226
2018,231,0.36
2019,231,0.62
2020,231,0.87
2008,232,3.2775
2009,232,9.085
2010,232,5.53
2011,232,2.618
2012,232,3.37
2013,232,5.37
2014,232,5.73
2015,232,8.51
2016,232,7.08
2017,232,4.116
2018,232,3.54
2019,232,5.18
2020,232,10.78
2008,233,12.25
2009,233,16
2010,233,15.1
2011,233,18.8
2012,233,20.68
2013,233,33.45
2014,233,41.37
2015,233,59.55
2016,233,51.2
2017,233,53.5
2018,233,56.9
2019,233,56.9
2020,233,56.9
2008,234,2.52
2009,234,2.8475
2010,234,1.885
2011,234,1.31
2012,234,1.095
2013,234,1.819
2014,234,1.612
2015,234,1.61
2016,234,1.515
2017,234,1.353
2018,234,3.245
2019,234,8.43
2020,234,5.155
2008,235,1.135
2009,235,1.242
2010,235,1.337
2011,235,0.624
2012,235,0.377
2013,235,0.3134
2014,235,0.1692
2015,235,0.0998
2016,235,0.088
2017,235,0.0832
2018,235,0.046
2019,235,0.0578
2020,235,0.0908
2008,236,0.3141
2009,236,0.478
2010,236,0.5782
2011,236,0.2785
2012,236,0.2585
2013,236,0.3779
2014,236,0.313
2015,236,0.1812
2016,236,0.1484
2017,236,0.1484
2018,236,0.1484
2019,236,0.1484
2020,236,0.1484
2008,237,0.2954
2009,237,0.3468
2010,237,0.3708
2011,237,0.2788
2012,237,0.1952
2013,237,0.2068
2014,237,0.2026
2015,237,0.2394
2016,237,0.2772
2017,237,0.7041
2018,237,0.978
2019,237,1.247
2020,237,0.8146
2008,238,0.3465
2009,238,0.4837
2010,238,0.6042
2011,238,0.3058
2012,238,0.2856
2013,238,0.65
2014,238,0.5245
2015,238,0.4704
2016,238,0.3992
2017,238,0.5875
2018,238,0.492
2019,238,0.68
2020,238,0.3055
2008,239,0.28
2009,239,0.3317
2010,239,0.2914
2011,239,0.1657
2012,239,0.2022
2013,239,0.482
2014,239,0.5575
2015,239,0.483
2016,239,0.4942
2017,239,0.674
2018,239,0.496
2019,239,0.697
2020,239,0.57
2008,240,0.323
2009,240,0.3355
2010,240,0.731
2011,240,0.466
2012,240,0.452
2013,240,0.496
2014,240,0.495
2015,240,0.515
2016,240,0.576
2017,240,1.169
2018,240,1.214
2019,240,1.516
2020,240,1.128
2008,241,1.5637
2009,241,2.0313
2010,241,1.7277
2011,241,1.4495
2012,241,0.8337
2013,241,0.8062
2014,241,1.1289
2015,241,0.9
2016,241,0.948
2017,241,1.987
2018,241,1.76
2019,241,1.305
2020,241,0.946
2008,242,2.3981
2009,242,3.9388
2010,242,4.7204
2011,242,3.3672
2012,242,3.8785
2013,242,6.14
2014,242,6.25
2015,242,8.82
2016,242,8.585
2017,242,11.5
2018,242,7.36
2019,242,9.33
2020,242,5.47
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,2.15
2009,244,3.01
2010,244,2.7
2011,244,1.98
2012,244,0.53
2013,244,1.38
2014,244,1.26
2015,244,0.89
2016,244,1.32
2017,244,1.33
2018,244,2.19
2019,244,2.19
2020,244,2.19
2008,245,
2009,245,
2010,245,
2011,245,
2012,245,
2013,245,
2014,245,
2015,245,3.886
2016,245,2.2
2017,245,2.268
2018,245,1.438
2019,245,1.848
2020,245,1.696
2008,246,
2009,246,
2010,246,
2011,246,
2012,246,
2013,246,
2014,246,
2015,246,7.1
2016,246,6.305
2017,246,6.275
2018,246,6.984
2019,246,10.12
2020,246,8.32
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,1.333
2009,249,1.262
2010,249,1.138
2011,249,1.33
2012,249,1.34
2013,249,1.27
2014,249,1.621
2015,249,1.414
2016,249,1.198
2017,249,1.349
2018,249,1.248
2019,249,1.46
2020,249,1.136
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,3.024
2018,250,3.24
