Date,Id,LT_Receivables
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,21
2015,152,21
2016,152,21
2017,152,21
2018,152,21
2019,152,21
2020,152,21
2008,153,14800
2009,153,9600
2010,153,6700
2011,153,6400
2012,153,24500
2013,153,22600
2014,153,15300
2015,153,12700
2016,153,12700
2017,153,12700
2018,153,12700
2019,153,14700
2020,153,0
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,0
2014,154,0
2015,154,0
2016,154,0
2017,154,0
2018,154,0
2019,154,0
2020,154,0
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,1602
2015,155,1622
2016,155,955
2017,155,832
2018,155,675
2019,155,608
2020,155,707
2008,156,
2009,156,
2010,156,0
2011,156,0
2012,156,0
2013,156,0
2014,156,0
2015,156,0
2016,156,0
2017,156,0
2018,156,0
2019,156,0
2020,156,0
2008,157,
2009,157,
2010,157,
2011,157,
2012,157,0
2013,157,0
2014,157,0
2015,157,8750
2016,157,0
2017,157,0
2018,157,0
2019,157,
2020,157,
2008,158,
2009,158,
2010,158,
2011,158,
2012,158,
2013,158,
2014,158,
2015,158,0
2016,158,0
2017,158,0
2018,158,0
2019,158,0
2020,158,
2008,159,
2009,159,
2010,159,
2011,159,
2012,159,
2013,159,
2014,159,
2015,159,
2016,159,0
2017,159,
2018,159,0
2019,159,0
2020,159,
2008,160,
2009,160,
2010,160,
2011,160,0
2012,160,-4
2013,160,-1
2014,160,212
2015,160,137
2016,160,140
2017,160,142
2018,160,1590
2019,160,835
2020,160,663
2008,161,
2009,161,
2010,161,
2011,161,
2012,161,
2013,161,
2014,161,106
2015,161,104
2016,161,819
2017,161,506
2018,161,166
2019,161,6
2020,161,6
2008,162,
2009,162,
2010,162,
2011,162,
2012,162,
2013,162,
2014,162,2534
2015,162,2367
2016,162,2539
2017,162,2450
2018,162,2355
2019,162,2109
2020,162,2064
2008,163,
2009,163,
2010,163,
2011,163,
2012,163,
2013,163,
2014,163,10
2015,163,10
2016,163,15
2017,163,16
2018,163,23
2019,163,23
2020,163,336
2008,164,116
2009,164,167
2010,164,169
2011,164,332
2012,164,553
2013,164,0
2014,164,0
2015,164,0
2016,164,0
2017,164,0
2018,164,0
2019,164,0
2020,164,0
2008,165,
2009,165,
2010,165,
2011,165,
2012,165,
2013,165,
2014,165,
2015,165,
2016,165,
2017,165,
2018,165,
2019,165,
2020,165,
2008,166,
2009,166,
2010,166,
2011,166,
2012,166,
2013,166,
2014,166,
2015,166,0
2016,166,0
2017,166,0
2018,166,0
2019,166,0
2020,166,0
2008,167,3655
2009,167,1387
2010,167,880
2011,167,896
2012,167,0
2013,167,0
2014,167,0
2015,167,0
2016,167,0
2017,167,0
2018,167,0
2019,167,0
2020,167,0
2008,168,83
2009,168,
2010,168,174
2011,168,175
2012,168,175
2013,168,0
2014,168,0
2015,168,0
2016,168,0
2017,168,0
2018,168,0
2019,168,0
2020,168,0
2008,169,2244000
2009,169,2582000
2010,169,4356000
2011,169,5056000
2012,169,5198000
2013,169,1315000
2014,169,2958000
2015,169,1717000
2016,169,2561000
2017,169,2271000
2018,169,1913000
2019,169,2109000
2020,169,2207000
2008,170,16374
2009,170,35514
2010,170,37586
2011,170,23722
2012,170,0
2013,170,0
2014,170,0
2015,170,0
2016,170,1335
2017,170,2630
2018,170,0
2019,170,0
2020,170,0
2008,171,75245
2009,171,84270
2010,171,113856
2011,171,73060
2012,171,0
2013,171,0
2014,171,0
2015,171,0
2016,171,0
2017,171,0
2018,171,0
2019,171,0
2020,171,0
2008,172,719
2009,172,2445
2010,172,6948
2011,172,11868
2012,172,22406
2013,172,13730
2014,172,16450
2015,172,16674
2016,172,16674
2017,172,10450
2018,172,1743
2019,172,1973
2020,172,2473
2008,173,17000
2009,173,34000
2010,173,39000
2011,173,146000
2012,173,174000
2013,173,0
2014,173,0
2015,173,0
2016,173,0
2017,173,15000
2018,173,11000
2019,173,17000
2020,173,59000
2008,174,
2009,174,
2010,174,
2011,174,
2012,174,
2013,174,0
2014,174,0
2015,174,0
2016,174,0
2017,174,0
2018,174,0
2019,174,
2020,174,
2008,175,0
2009,175,0
2010,175,0
2011,175,0
2012,175,0
2013,175,0
2014,175,0
2015,175,0
2016,175,0
2017,175,0
2018,175,0
2019,175,0
2020,175,0
2008,176,
2009,176,
2010,176,
2011,176,
2012,176,
2013,176,0
2014,176,0
2015,176,307
2016,176,0
2017,176,0
2018,176,0
2019,176,0
2020,176,0
2008,177,11023
2009,177,17158
2010,177,16414
2011,177,17873
2012,177,18695
2013,177,18253
2014,177,17379
2015,177,16469
2016,177,14368
2017,177,13512
2018,177,11651
2019,177,9074
2020,177,7935
2008,178,12838
2009,178,11916
2010,178,11547
2011,178,2271
2012,178,2146
2013,178,166
2014,178,168
2015,178,180
2016,178,33225
2017,178,9410
2018,178,9120
2019,178,7916
2020,178,5710
2008,179,32
2009,179,23
2010,179,20
2011,179,19
2012,179,0
2013,179,0
2014,179,430
2015,179,0
2016,179,285
2017,179,0
2018,179,0
2019,179,0
2020,179,136
2008,180,2666
2009,180,2812
2010,180,2989
2011,180,2915
2012,180,1691
2013,180,1574
2014,180,1718
2015,180,2031
2016,180,3391
2017,180,2592
2018,180,2302
2019,180,2225
2020,180,2037
2008,181,
2009,181,
2010,181,
2011,181,
2012,181,0
2013,181,0
2014,181,0
2015,181,0
2016,181,0
2017,181,0
2018,181,0
2019,181,0
2020,181,0
2008,182,17092
2009,182,12123
2010,182,10591
2011,182,10705
2012,182,10577
2013,182,6069
2014,182,6972
2015,182,7991
2016,182,7561
2017,182,4428
2018,182,
2019,182,
2020,182,
2008,183,
2009,183,
2010,183,
2011,183,
2012,183,0
2013,183,0
2014,183,0
2015,183,0
2016,183,0
2017,183,0
2018,183,0
2019,183,0
2020,183,1076
2008,184,4328
2009,184,2053
2010,184,3170
2011,184,1333
2012,184,0
2013,184,0
2014,184,
2015,184,
2016,184,
2017,184,
2018,184,
2019,184,
2020,184,
2008,185,
2009,185,
2010,185,
2011,185,
2012,185,0
2013,185,0
2014,185,0
2015,185,0
2016,185,0
2017,185,0
2018,185,0
2019,185,0
2020,185,0
2008,186,130
2009,186,52
2010,186,47
2011,186,50
2012,186,36
2013,186,34
2014,186,29
2015,186,27
2016,186,47
2017,186,110
2018,186,69
2019,186,69
2020,186,16
2008,187,
2009,187,
2010,187,
2011,187,
2012,187,10
2013,187,42
2014,187,93
2015,187,168
2016,187,0
2017,187,0
2018,187,0
2019,187,0
2020,187,0
2008,188,
2009,188,
2010,188,0
2011,188,0
2012,188,0
2013,188,0
2014,188,3507
2015,188,384
2016,188,422
2017,188,443
2018,188,519
2019,188,21936
2020,188,23213
2008,189,
2009,189,
2010,189,
2011,189,
2012,189,
2013,189,12070
2014,189,9848
2015,189,3464
2016,189,5633
2017,189,5220
2018,189,5080
2019,189,4425
2020,189,21742
2008,190,
2009,190,
2010,190,
2011,190,
2012,190,
2013,190,
2014,190,
2015,190,
2016,190,949
2017,190,834
2018,190,0
2019,190,0
2020,190,0
2008,191,299
2009,191,0
2010,191,167
2011,191,101
2012,191,120
2013,191,83
2014,191,65
2015,191,28
2016,191,4
2017,191,4
2018,191,3
2019,191,3
2020,191,13
2008,192,250
2009,192,136
2010,192,126
2011,192,126
2012,192,45
2013,192,33
2014,192,42
2015,192,62
2016,192,70
2017,192,82
2018,192,83
2019,192,70
2020,192,12579
2008,193,0
2009,193,0
2010,193,4950
2011,193,5203
2012,193,4927
2013,193,4000
2014,193,2557
2015,193,2457
2016,193,1722
2017,193,2182
2018,193,1719
2019,193,2601
2020,193,
2008,194,5199
2009,194,3804
2010,194,2485
2011,194,1282
2012,194,0
2013,194,0
2014,194,0
2015,194,0
2016,194,0
2017,194,0
2018,194,0
2019,194,0
2020,194,0
2008,195,
2009,195,
2010,195,
2011,195,0
2012,195,0
2013,195,0
2014,195,0
2015,195,0
2016,195,0
2017,195,0
2018,195,3
2019,195,
2020,195,
2008,196,2598
2009,196,2870
2010,196,3794
2011,196,3479
2012,196,0
2013,196,0
2014,196,0
2015,196,0
2016,196,0
2017,196,0
2018,196,0
2019,196,0
2020,196,0
2008,197,9922
2009,197,8698
2010,197,6207
2011,197,5857
2012,197,0
2013,197,3555
2014,197,0
2015,197,0
2016,197,0
2017,197,
2018,197,
2019,197,
2020,197,
2008,198,567
2009,198,1630
2010,198,1552
2011,198,969
2012,198,419
2013,198,378
2014,198,697
2015,198,705
2016,198,690
2017,198,1439
2018,198,2244
2019,198,1667
2020,198,512
2008,199,64
2009,199,70
2010,199,95
2011,199,130
2012,199,162
2013,199,194
2014,199,14
2015,199,15
2016,199,325
2017,199,326
2018,199,729
2019,199,494
2020,199,207
2008,200,14981
2009,200,14391
2010,200,7885
2011,200,7744
2012,200,7865
2013,200,1670
2014,200,1848
2015,200,2036
2016,200,0
2017,200,295
2018,200,25609
2019,200,8
2020,200,0
2008,201,
2009,201,138
2010,201,210
2011,201,1181
2012,201,0
2013,201,0
2014,201,0
2015,201,0
2016,201,0
2017,201,
2018,201,
2019,201,
2020,201,
2008,202,159
2009,202,7
2010,202,7
2011,202,0
2012,202,0
2013,202,129
2014,202,136
2015,202,142
2016,202,160
2017,202,75
2018,202,74
2019,202,259
2020,202,227
2008,203,583
2009,203,585
2010,203,540
2011,203,753
2012,203,810
2013,203,642
2014,203,632
2015,203,619
2016,203,720
2017,203,540
2018,203,534
2019,203,534
2020,203,475
2008,204,27
2009,204,720
2010,204,764
2011,204,607
2012,204,0
2013,204,0
2014,204,0
2015,204,0
2016,204,0
2017,204,0
2018,204,0
2019,204,9
2020,204,9
2008,205,123
2009,205,144
2010,205,170
2011,205,280
2012,205,1998
2013,205,1837
2014,205,1715
2015,205,3223
2016,205,4580
2017,205,0
2018,205,0
2019,205,
2020,205,
2008,206,
2009,206,
2010,206,
2011,206,
2012,206,3860
2013,206,11255
2014,206,11434
2015,206,10200
2016,206,
2017,206,
2018,206,
2019,206,
2020,206,
2008,207,
2009,207,
2010,207,
2011,207,
2012,207,0
2013,207,0
2014,207,0
2015,207,0
2016,207,0
2017,207,0
2018,207,
2019,207,
2020,207,
2008,208,
2009,208,
2010,208,
2011,208,
2012,208,
2013,208,
2014,208,0
2015,208,0
2016,208,0
2017,208,0
2018,208,0
2019,208,0
2020,208,0
2008,209,
2009,209,
2010,209,
2011,209,
2012,209,0
2013,209,0
2014,209,0
2015,209,3791
2016,209,3952
2017,209,3954
2018,209,4657
2019,209,5099
2020,209,4539
2008,210,
2009,210,
2010,210,
2011,210,
2012,210,
2013,210,
2014,210,0
2015,210,0
2016,210,0
2017,210,0
2018,210,0
2019,210,0
2020,210,0
2008,211,
2009,211,1762
2010,211,2125
2011,211,551
2012,211,556
2013,211,2676
2014,211,5996
2015,211,4501
2016,211,8219
2017,211,13632
2018,211,15885
2019,211,19697
2020,211,12557
2008,212,
2009,212,
2010,212,1806
2011,212,3882
2012,212,4378
2013,212,5642
2014,212,7120
2015,212,403
2016,212,702
2017,212,734
2018,212,490
2019,212,150
2020,212,0
2008,213,
2009,213,
2010,213,612
2011,213,1079
2012,213,1958
2013,213,1310
2014,213,1718
2015,213,1349
2016,213,786
2017,213,
2018,213,
2019,213,
2020,213,
2008,214,
2009,214,
2010,214,
2011,214,
2012,214,
2013,214,125
2014,214,180
2015,214,256
2016,214,0
2017,214,0
2018,214,229
2019,214,107
2020,214,848
2008,215,
2009,215,
2010,215,
2011,215,0
2012,215,10
2013,215,10
2014,215,10
2015,215,0
2016,215,0
2017,215,
2018,215,
2019,215,
2020,215,
2008,216,
2009,216,
2010,216,
2011,216,
2012,216,
2013,216,
2014,216,
2015,216,112
2016,216,95
2017,216,12
2018,216,48
2019,216,47
2020,216,7769
2008,217,
2009,217,
2010,217,
2011,217,
2012,217,
2013,217,0
2014,217,
2015,217,0
2016,217,0
2017,217,0
2018,217,0
2019,217,0
2020,217,0
2008,218,12270
2009,218,12377
2010,218,13396
2011,218,14122
2012,218,14364
2013,218,14228
2014,218,13275
2015,218,13035
2016,218,12473
2017,218,11687
2018,218,11431
2019,218,11170
2020,218,23471
2008,219,
2009,219,
2010,219,
2011,219,
2012,219,312
2013,219,530
2014,219,774
2015,219,546
2016,219,363
2017,219,658
2018,219,401
2019,219,465
2020,219,259
2008,220,290
2009,220,
2010,220,
2011,220,
2012,220,
2013,220,2595
2014,220,753
2015,220,383
2016,220,2304
2017,220,2432
2018,220,2414
2019,220,3519
2020,220,
2008,221,2208
2009,221,2623
2010,221,2475
2011,221,2261
2012,221,7380
2013,221,3107
2014,221,2714
2015,221,3234
2016,221,12002
2017,221,9181
2018,221,8824
2019,221,8528
2020,221,7096
2008,222,
2009,222,
2010,222,
2011,222,
2012,222,
2013,222,
2014,222,0
2015,222,0
2016,222,0
2017,222,0
2018,222,0
2019,222,0
2020,222,0
2008,223,
2009,223,
2010,223,
2011,223,
2012,223,
2013,223,
2014,223,
2015,223,
2016,223,
2017,223,
2018,223,
2019,223,
2020,223,
2008,224,
2009,224,
2010,224,
2011,224,
2012,224,
2013,224,
2014,224,
2015,224,
2016,224,
2017,224,
2018,224,
2019,224,
2020,224,
2008,225,
2009,225,
2010,225,
2011,225,
2012,225,
2013,225,57
2014,225,58
2015,225,7573
2016,225,60
2017,225,376
2018,225,676
2019,225,0
2020,225,0
2008,226,
2009,226,
2010,226,
2011,226,
2012,226,30
2013,226,0
2014,226,0
2015,226,0
2016,226,0
2017,226,0
2018,226,0
2019,226,0
2020,226,0
2008,227,
2009,227,
2010,227,
2011,227,0
2012,227,0
2013,227,0
2014,227,0
2015,227,0
2016,227,0
2017,227,0
2018,227,0
2019,227,0
2020,227,0
2008,228,
2009,228,
2010,228,
2011,228,
2012,228,
2013,228,
2014,228,87
2015,228,6000
2016,228,4861
2017,228,3583
2018,228,3359
2019,228,2748
2020,228,3462
2008,229,
2009,229,
2010,229,
2011,229,1944
2012,229,1344
2013,229,24
2014,229,583
2015,229,820
2016,229,167
2017,229,1275
2018,229,1743
2019,229,
2020,229,
2008,230,
2009,230,
2010,230,
2011,230,
2012,230,0
2013,230,0
2014,230,0
2015,230,0
2016,230,0
2017,230,0
2018,230,0
2019,230,0
2020,230,0
2008,231,
2009,231,
2010,231,
2011,231,
2012,231,0
2013,231,0
2014,231,0
2015,231,0
2016,231,0
2017,231,0
2018,231,0
2019,231,0
2020,231,0
2008,232,1875
2009,232,1893
2010,232,1946
2011,232,2045
2012,232,1523
2013,232,4978
2014,232,4628
2015,232,7345
2016,232,6896
2017,232,6712
2018,232,3392
2019,232,3177
2020,232,2917
2008,233,849
2009,233,533
2010,233,423
2011,233,420
2012,233,0
2013,233,0
2014,233,0
2015,233,0
2016,233,0
2017,233,0
2018,233,0
2019,233,0
2020,233,
2008,234,749
2009,234,1027
2010,234,1254
2011,234,1069
2012,234,0
2013,234,0
2014,234,0
2015,234,0
2016,234,95
2017,234,83
2018,234,87
2019,234,89
2020,234,57
2008,235,9488
2009,235,10043
2010,235,9534
2011,235,507
2012,235,81
2013,235,36
2014,235,18
2015,235,32
2016,235,630
2017,235,520
2018,235,419
2019,235,390
2020,235,
2008,236,5562
2009,236,4160
2010,236,2773
2011,236,1386
2012,236,0
2013,236,0
2014,236,53
2015,236,280
2016,236,292
2017,236,596
2018,236,78
2019,236,0
2020,236,0
2008,237,44269
2009,237,46280
2010,237,39220
2011,237,41354
2012,237,34691
2013,237,23786
2014,237,31723
2015,237,33436
2016,237,29623
2017,237,35708
2018,237,44918
2019,237,110594
2020,237,166895
2008,238,12494
2009,238,11743
2010,238,7783
2011,238,2962
2012,238,8501
2013,238,15067
2014,238,14330
2015,238,11815
2016,238,5580
2017,238,28599
2018,238,55848
2019,238,48213
2020,238,23375
2008,239,804
2009,239,512
2010,239,3696
2011,239,16297
2012,239,41223
2013,239,40028
2014,239,34082
2015,239,29684
2016,239,20066
2017,239,12067
2018,239,5646
2019,239,84
2020,239,215
2008,240,1774
2009,240,4667
2010,240,6673
2011,240,4944
2012,240,9060
2013,240,6780
2014,240,2608
2015,240,472
2016,240,497
2017,240,14541
2018,240,23989
2019,240,16104
2020,240,21015
2008,241,3138
2009,241,2896
2010,241,4024
2011,241,2296
2012,241,2033
2013,241,1092
2014,241,819
2015,241,546
2016,241,273
2017,241,0
2018,241,0
2019,241,0
2020,241,0
2008,242,48742
2009,242,50444
2010,242,49961
2011,242,50106
2012,242,27386
2013,242,5504
2014,242,5451
2015,242,16215
2016,242,7654
2017,242,12493
2018,242,25366
2019,242,8102
2020,242,107188
2008,243,
2009,243,
2010,243,
2011,243,
2012,243,
2013,243,
2014,243,
2015,243,
2016,243,
2017,243,
2018,243,
2019,243,
2020,243,
2008,244,2347
2009,244,1638
2010,244,1393
2011,244,1466
2012,244,2341
2013,244,0
2014,244,1967
2015,244,3304
2016,244,3530
2017,244,10095
2018,244,
2019,244,
2020,244,
2008,245,
2009,245,
2010,245,
2011,245,
2012,245,
2013,245,
2014,245,
2015,245,
2016,245,
2017,245,
2018,245,
2019,245,
2020,245,
2008,246,1263673
2009,246,1284079
2010,246,1174651
2011,246,1152529
2012,246,1575768
2013,246,1676922
2014,246,2072098
2015,246,2415000
2016,246,
2017,246,
2018,246,
2019,246,
2020,246,
2008,247,
2009,247,
2010,247,
2011,247,
2012,247,
2013,247,
2014,247,
2015,247,
2016,247,
2017,247,
2018,247,
2019,247,
2020,247,
2008,248,
2009,248,
2010,248,
2011,248,
2012,248,
2013,248,
2014,248,
2015,248,
2016,248,
2017,248,
2018,248,
2019,248,
2020,248,
2008,249,
2009,249,
2010,249,
2011,249,
2012,249,
2013,249,
2014,249,
2015,249,
2016,249,
2017,249,
2018,249,
2019,249,
2020,249,
2008,250,
2009,250,
2010,250,
2011,250,
2012,250,
2013,250,
2014,250,
2015,250,
2016,250,
2017,250,
2018,250,
2019,250,
2020,250,
2008,251,
2009,251,
2010,251,
2011,251,
2012,251,
2013,251,
2014,251,
2015,251,
2016,251,
2017,251,
2018,251,
2019,251,
2020,251,
2008,252,
2009,252,
2010,252,
2011,252,
2012,252,
2013,252,
2014,252,
2015,252,
2016,252,
2017,252,
2018,252,
2019,252,
2020,252,
2008,253,
2009,253,
2010,253,
2011,253,
2012,253,
2013,253,1707
2014,253,1803
2015,253,341
2016,253,0
2017,253,0
2018,253,0
2019,253,0
2020,253,0
2008,254,
2009,254,
2010,254,
2011,254,
2012,254,0
2013,254,0
2014,254,0
2015,254,0
2016,254,0
2017,254,0
2018,254,0
2019,254,0
2020,254,0
2008,255,
2009,255,
2010,255,
2011,255,
2012,255,
2013,255,177
2014,255,201
2015,255,302
2016,255,568
2017,255,560
2018,255,1305
2019,255,2475
2020,255,1745
2008,256,
2009,256,
2010,256,
2011,256,
2012,256,
2013,256,
2014,256,
2015,256,
2016,256,
2017,256,
2018,256,
2019,256,
2020,256,
2008,257,
2009,257,
2010,257,
2011,257,
2012,257,
2013,257,22318
2014,257,15958
2015,257,15711
2016,257,14255
2017,257,15366
2018,257,33013
2019,257,32128
2020,257,37052
2008,258,
2009,258,
2010,258,
2011,258,
2012,258,
2013,258,
2014,258,
2015,258,
2016,258,0
2017,258,0
2018,258,710
2019,258,440
2020,258,217
2008,259,
2009,259,
2010,259,
2011,259,
2012,259,
2013,259,
2014,259,
2015,259,
2016,259,
2017,259,
2018,259,
2019,259,
2020,259,
2008,260,
2009,260,
2010,260,
2011,260,
2012,260,
2013,260,
2014,260,
2015,260,
2016,260,
2017,260,
2018,260,
2019,260,
2020,260,
2008,261,
2009,261,
2010,261,
2011,261,
2012,261,
2013,261,
2014,261,
2015,261,
2016,261,
2017,261,
2018,261,
2019,261,
2020,261,
2008,262,
2009,262,
2010,262,
2011,262,
2012,262,
2013,262,111125
2014,262,144731
2015,262,149511
2016,262,178716
2017,262,113032
2018,262,43306
2019,262,34471
2020,262,409829
2008,263,5043
2009,263,6884
2010,263,1699
2011,263,1975
2012,263,5530
2013,263,0
2014,263,0
2015,263,0
2016,263,0
2017,263,0
2018,263,0
2019,263,
2020,263,
2008,264,
2009,264,
2010,264,
2011,264,
2012,264,
2013,264,
2014,264,
2015,264,
2016,264,
2017,264,
2018,264,
2019,264,
2020,264,
2008,265,
2009,265,
2010,265,
2011,265,
2012,265,
2013,265,
2014,265,
2015,265,
2016,265,
2017,265,
2018,265,
2019,265,
2020,265,
2008,266,
2009,266,
2010,266,
2011,266,
2012,266,
2013,266,
2014,266,
2015,266,
2016,266,
2017,266,
2018,266,
2019,266,
2020,266,
2008,267,
2009,267,
2010,267,
2011,267,
2012,267,
2013,267,
2014,267,
2015,267,
2016,267,
2017,267,
2018,267,
2019,267,
2020,267,
2008,268,
2009,268,
2010,268,
2011,268,
2012,268,
2013,268,
2014,268,
2015,268,
2016,268,
2017,268,
2018,268,
2019,268,
2020,268,
2008,269,
2009,269,
2010,269,
2011,269,
2012,269,
2013,269,
2014,269,
2015,269,
2016,269,0
2017,269,0
2018,269,0
2019,269,0
2020,269,3340
2008,270,
2009,270,
2010,270,
2011,270,
2012,270,
2013,270,
2014,270,
2015,270,
2016,270,
2017,270,
2018,270,
2019,270,
2020,270,
2008,271,
2009,271,
2010,271,
2011,271,
2012,271,
2013,271,
2014,271,96
2015,271,0
2016,271,1088
2017,271,1086
2018,271,1538
2019,271,1364
2020,271,1127
2008,272,
2009,272,
2010,272,
2011,272,
2012,272,
2013,272,
2014,272,
2015,272,
2016,272,
2017,272,
2018,272,
2019,272,
2020,272,
2008,273,
2009,273,
2010,273,
2011,273,
2012,273,
2013,273,
2014,273,
2015,273,
2016,273,0
2017,273,0
2018,273,0
2019,273,0
2020,273,0
2008,274,
2009,274,
2010,274,
2011,274,
2012,274,
2013,274,
2014,274,
2015,274,
2016,274,
2017,274,
2018,274,
2019,274,
2020,274,
2008,275,
2009,275,
2010,275,
2011,275,
2012,275,
2013,275,7
2014,275,4
2015,275,4
2016,275,4
2017,275,363
2018,275,1422
2019,275,
2020,275,
2008,276,
2009,276,
2010,276,
2011,276,
2012,276,
2013,276,
2014,276,
2015,276,
2016,276,
2017,276,
2018,276,
2019,276,
2020,276,
2008,277,
2009,277,
2010,277,
2011,277,
2012,277,
2013,277,10696
2014,277,6959
2015,277,10555
2016,277,7269
2017,277,3701
2018,277,4123
2019,277,1092
2020,277,
2008,278,
2009,278,
2010,278,
2011,278,
2012,278,
2013,278,
2014,278,500
2015,278,503
2016,278,3
2017,278,4
2018,278,0
2019,278,0
2020,278,
2008,279,
2009,279,
2010,279,
2011,279,
2012,279,
2013,279,
2014,279,
2015,279,46
2016,279,53
2017,279,57
2018,279,58
2019,279,60
2020,279,323
2008,280,
2009,280,
2010,280,
2011,280,
2012,280,
2013,280,
2014,280,
2015,280,
2016,280,
2017,280,
2018,280,
2019,280,
2020,280,
2008,281,
2009,281,
2010,281,
2011,281,
2012,281,
2013,281,
2014,281,
2015,281,
2016,281,
2017,281,
2018,281,
2019,281,
2020,281,
2008,282,
2009,282,
2010,282,
2011,282,
2012,282,
2013,282,
2014,282,
2015,282,
2016,282,
2017,282,
2018,282,
2019,282,
2020,282,
2008,283,
2009,283,
2010,283,
2011,283,
2012,283,
2013,283,
2014,283,
2015,283,
2016,283,
2017,283,
2018,283,
2019,283,
2020,283,
2008,284,
2009,284,
2010,284,
2011,284,
2012,284,
2013,284,
2014,284,
2015,284,
2016,284,
2017,284,
2018,284,
2019,284,
2020,284,
2008,285,
2009,285,
2010,285,
2011,285,
2012,285,
2013,285,
2014,285,
2015,285,
2016,285,
2017,285,
2018,285,
2019,285,
2020,285,
2008,286,
2009,286,
2010,286,
2011,286,
2012,286,
2013,286,
2014,286,
2015,286,
2016,286,
2017,286,
2018,286,
2019,286,
2020,286,
2008,287,
2009,287,
2010,287,
2011,287,
2012,287,
2013,287,
2014,287,
2015,287,
2016,287,
2017,287,
2018,287,
2019,287,
2020,287,
2008,288,
2009,288,
2010,288,
2011,288,
2012,288,
2013,288,
2014,288,
2015,288,
2016,288,4
2017,288,29
2018,288,110
2019,288,114
2020,288,132
2008,289,
2009,289,
2010,289,
2011,289,
2012,289,
2013,289,
2014,289,
2015,289,
2016,289,
2017,289,
2018,289,
2019,289,
2020,289,
2008,290,
2009,290,
2010,290,
2011,290,
2012,290,
2013,290,
2014,290,
2015,290,0
2016,290,0
2017,290,0
2018,290,0
2019,290,0
2020,290,0
2008,291,
2009,291,
2010,291,
2011,291,
2012,291,
2013,291,
2014,291,
2015,291,
2016,291,
2017,291,
2018,291,
2019,291,
2020,291,
2008,292,
2009,292,
2010,292,
2011,292,
2012,292,
2013,292,
2014,292,349
2015,292,300
2016,292,204
2017,292,186
2018,292,186
2019,292,0
2020,292,0
2008,293,
2009,293,
2010,293,
2011,293,
2012,293,4040
2013,293,6040
2014,293,6200
2015,293,6400
2016,293,7440
2017,293,7440
2018,293,5812
2019,293,84402
2020,293,79827
2008,294,
2009,294,
2010,294,
2011,294,
2012,294,
2013,294,
2014,294,
2015,294,
2016,294,
2017,294,
2018,294,
2019,294,
2020,294,
2008,295,
2009,295,
2010,295,
2011,295,
2012,295,
2013,295,
2014,295,
2015,295,
2016,295,
2017,295,
2018,295,
2019,295,
2020,295,
2008,296,
2009,296,
2010,296,
2011,296,
2012,296,
2013,296,
2014,296,
2015,296,0
2016,296,0
2017,296,0
2018,296,0
2019,296,0
2020,296,0
2008,297,
2009,297,
2010,297,
2011,297,
2012,297,
2013,297,
2014,297,
2015,297,8
2016,297,8
2017,297,4019
2018,297,4023
2019,297,10550
2020,297,1646
2008,298,
2009,298,
2010,298,
2011,298,
2012,298,
2013,298,
2014,298,
2015,298,
2016,298,
2017,298,0
2018,298,0
2019,298,0
2020,298,0
2008,299,
2009,299,
2010,299,
2011,299,
2012,299,
2013,299,
2014,299,
2015,299,2549
2016,299,2220
2017,299,214
2018,299,2037
2019,299,2969
2020,299,
2008,300,
2009,300,
2010,300,
2011,300,
2012,300,
2013,300,
2014,300,
2015,300,
2016,300,
2017,300,
2018,300,
2019,300,
2020,300,
2008,301,
2009,301,
2010,301,
2011,301,
2012,301,
2013,301,
2014,301,
2015,301,
2016,301,
2017,301,
2018,301,
2019,301,
2020,301,
2008,302,
2009,302,
2010,302,
2011,302,
2012,302,
2013,302,
2014,302,
2015,302,0
2016,302,0
2017,302,0
2018,302,0
2019,302,0
2020,302,0
2008,303,
2009,303,
2010,303,
2011,303,
2012,303,
2013,303,
2014,303,
2015,303,
2016,303,
2017,303,
2018,303,
2019,303,
2020,303,
2008,304,
2009,304,
2010,304,
2011,304,
2012,304,
2013,304,
2014,304,
2015,304,
2016,304,
2017,304,
2018,304,
2019,304,
2020,304,
2008,305,
2009,305,
2010,305,
2011,305,
2012,305,
2013,305,
2014,305,
2015,305,
2016,305,
2017,305,
2018,305,
2019,305,
2020,305,
2008,306,
2009,306,
2010,306,
2011,306,
2012,306,
2013,306,
2014,306,
2015,306,
2016,306,
2017,306,
2018,306,
2019,306,
2020,306,
2008,307,
2009,307,
2010,307,
2011,307,
2012,307,
2013,307,
2014,307,
2015,307,
2016,307,
2017,307,
2018,307,
2019,307,
2020,307,
2008,308,
2009,308,
2010,308,
2011,308,
2012,308,
2013,308,
2014,308,
2015,308,
2016,308,0
2017,308,0
2018,308,0
2019,308,0
2020,308,0
2008,309,
2009,309,
2010,309,
2011,309,
2012,309,
2013,309,
2014,309,
2015,309,
2016,309,
2017,309,
2018,309,
2019,309,
2020,309,
2008,310,
2009,310,
2010,310,
2011,310,
2012,310,
2013,310,
2014,310,
2015,310,
2016,310,
2017,310,
2018,310,
2019,310,
2020,310,
2008,311,
2009,311,
2010,311,
2011,311,
2012,311,
2013,311,
2014,311,
2015,311,
2016,311,
2017,311,
2018,311,
2019,311,
2020,311,
2008,312,
2009,312,
