Date,Id,R&D
2018,149,
2019,149,
2020,149,
2008,150,
2009,150,
2010,150,
2011,150,
2012,150,
2013,150,
2014,150,
2015,150,
2016,150,
2017,150,
2018,150,
2019,150,
2020,150,
2008,151,
2009,151,
2010,151,
2011,151,
2012,151,
2013,151,
2014,151,
2015,151,
2016,151,
2017,151,
2018,151,
2019,151,
2020,151,
2008,152,
2009,152,
2010,152,
2011,152,
2012,152,
2013,152,
2014,152,
2015,152,
2016,152,
2017,152,
2018,152,
2019,152,
2020,152,
2008,153,
2009,153,
2010,153,
2011,153,
2012,153,
2013,153,
2014,153,
2015,153,
2016,153,
2017,153,
2018,153,
2019,153,
2020,153,
2008,154,
2009,154,
2010,154,
2011,154,
2012,154,
2013,154,
2014,154,
2015,154,
2016,154,
2017,154,
2018,154,
2019,154,
2020,154,
2008,155,
2009,155,
2010,155,
2011,155,
2012,155,
2013,155,
2014,155,
2015,155,
2016,155,
2017,155,
2018,155,
2019,155,
2020,155,
2008,156,
2009,156,
2010,156,
2011,156,
2012,156,
2013,156,
2014,156,
